age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary,out,class,cluster
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,51,United-States,<=50K,0.6504785,1.0,10
40,?,Assoc-acdm,Divorced,?,Not-in-family,White,Male,40,United-States,<=50K,0.96330595,1.0,23
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0.06484912,0.0,14
38,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.6920309,0.0,12
25,State-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.98448735,1.0,40
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0.65749717,1.0,36
22,?,12th,Never-married,?,Own-child,Black,Male,40,United-States,<=50K,0.9999504000000001,1.0,38
18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,0.9997655999999999,1.0,30
41,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,0.87703073,0.0,39
33,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.9954158000000001,1.0,29
33,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.91341126,1.0,37
67,State-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.6640640999999999,1.0,33
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.6843710999999999,0.0,12
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.993341,1.0,20
32,Local-gov,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0.99421376,1.0,35
29,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40,Mexico,<=50K,0.9992908000000001,1.0,26
25,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0.9624039000000001,1.0,4
33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.9898985999999999,1.0,9
55,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.42476863,1.0,17
31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.7016628,0.0,39
32,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0.39057335,1.0,35
18,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,3,United-States,<=50K,0.9996749,1.0,24
36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K,0.99166286,1.0,6
58,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,27,United-States,<=50K,0.99042726,1.0,3
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.10291529,0.0,14
19,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0.99702615,1.0,4
21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0.9997826,1.0,34
36,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,<=50K,0.9636465,1.0,40
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K,0.3269199,0.0,13
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,21,Trinadad&Tobago,<=50K,0.99480563,1.0,25
52,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0.43126872,1.0,17
48,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,40,?,<=50K,0.9821926,1.0,9
43,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K,0.9652985000000001,1.0,6
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.9993905000000001,1.0,24
57,Private,5th-6th,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,0.99054235,1.0,15
37,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.96526283,1.0,0
39,Private,Some-college,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,38,United-States,<=50K,0.98666674,1.0,6
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.47744927,0.0,39
27,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0.9879203999999999,1.0,4
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K,0.9977591999999998,1.0,0
65,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,0.9621568000000001,1.0,0
30,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0.8376841999999999,1.0,25
22,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0.9966953000000002,1.0,0
26,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.3652964,1.0,17
25,Private,11th,Separated,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9918610000000001,1.0,19
35,?,Assoc-voc,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K,0.33472154,0.0,13
47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.24514864,0.0,14
23,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,60,United-States,<=50K,0.9952651,1.0,19
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K,0.7839324000000001,0.0,2
39,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,30,United-States,<=50K,0.9204744,1.0,20
55,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.06466139,0.0,14
24,State-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,10,China,<=50K,0.99779737,1.0,7
46,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,?,>50K,0.40636122,0.0,46
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.61760485,0.0,28
44,Private,11th,Separated,Other-service,Unmarried,Black,Female,60,United-States,<=50K,0.9888130999999999,1.0,34
40,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,Female,40,United-States,<=50K,0.9976,1.0,34
48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.5091673,0.0,39
26,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,0.9986601,1.0,29
22,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.9991216,1.0,44
35,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,12,United-States,<=50K,0.878517,1.0,25
20,?,Some-college,Never-married,?,Unmarried,White,Female,20,United-States,<=50K,0.99972886,1.0,21
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.93314284,1.0,9
37,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,<=50K,0.8351579,1.0,25
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Laos,<=50K,0.98058516,1.0,36
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,50,United-States,<=50K,0.8188861,1.0,5
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0.08978147,0.0,45
77,?,9th,Married-civ-spouse,?,Husband,Black,Male,40,United-States,<=50K,0.95774984,1.0,1
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0.8264676,1.0,43
20,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K,0.9998379999999999,1.0,11
36,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.9735074,1.0,9
32,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,United-States,<=50K,0.89244944,1.0,32
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.38737038,0.0,14
25,State-gov,Some-college,Divorced,Protective-serv,Other-relative,White,Male,45,United-States,<=50K,0.99245924,1.0,31
40,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0.5242171,1.0,4
18,?,11th,Never-married,?,Own-child,White,Male,25,United-States,<=50K,0.9997849,1.0,38
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.1471407,0.0,14
17,Private,11th,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K,0.99983096,1.0,44
29,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,40,United-States,<=50K,0.99698263,1.0,29
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,55,Taiwan,>50K,0.121141165,0.0,45
24,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners,Own-child,White,Male,45,United-States,<=50K,0.99291176,1.0,30
58,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,24,United-States,<=50K,0.9777264999999999,1.0,1
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.9866894,1.0,40
45,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,Canada,>50K,0.32536343,0.0,13
30,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.8171805,1.0,10
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,<=50K,0.9992216999999999,1.0,30
59,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0.71122944,0.0,2
47,Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,White,Female,30,United-States,<=50K,0.9996351000000001,1.0,29
41,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,<=50K,0.39682764,1.0,36
28,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,40,France,<=50K,0.9817855999999999,1.0,19
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.57912236,0.0,28
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0.7418575,1.0,43
66,State-gov,10th,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,0.99870336,1.0,42
30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,45,?,>50K,0.84330106,0.0,18
44,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,12,United-States,<=50K,0.98529863,1.0,30
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.5805292,0.0,12
21,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,48,Mexico,<=50K,0.9998505,1.0,47
59,Private,9th,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.99677116,1.0,34
35,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0.90222067,1.0,35
45,Private,9th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K,0.9223159,0.0,36
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.8512329,1.0,33
33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,Jamaica,<=50K,0.9995956,1.0,11
26,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K,0.9975434999999999,1.0,0
48,Private,Some-college,Separated,Sales,Unmarried,Black,Female,35,United-States,<=50K,0.9969541999999999,1.0,34
31,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K,0.9966216,1.0,44
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0.5706414000000001,1.0,5
48,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K,0.9678466,1.0,6
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8463261999999999,1.0,10
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,>50K,0.8590525,0.0,2
19,?,9th,Never-married,?,Not-in-family,White,Female,25,United-States,<=50K,0.9989513000000001,1.0,23
37,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,?,>50K,0.26747215,0.0,13
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.14317705,0.0,14
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,?,<=50K,0.99934167,1.0,16
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,0.6032246,0.0,39
34,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,50,United-States,<=50K,0.9782516,1.0,20
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,>50K,0.22005282,0.0,27
33,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0.5116125,1.0,35
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,44,United-States,<=50K,0.28499547,1.0,25
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,0.99993837,1.0,11
35,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,30,United-States,<=50K,0.9973648,1.0,6
45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,8,United-States,<=50K,0.91129047,1.0,5
17,Private,11th,Never-married,Farming-fishing,Own-child,White,Male,45,United-States,<=50K,0.9991924000000001,1.0,19
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0.40192592,1.0,5
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.49200907,0.0,8
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,0.6608307,0.0,39
46,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,?,<=50K,0.91959083,1.0,5
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K,0.93128943,1.0,37
64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.59180355,1.0,10
62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,United-States,<=50K,0.8217711,1.0,43
32,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,>50K,0.48606923,0.0,2
17,Private,11th,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0.99943334,1.0,19
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,0.42728359999999993,1.0,10
40,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K,0.7531869999999999,1.0,7
21,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,40,United-States,<=50K,0.99751544,1.0,26
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.16087341,0.0,14
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0.76213485,1.0,43
29,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.5157411,1.0,41
27,Federal-gov,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,0.9813485999999999,1.0,11
20,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.9920758,1.0,0
34,?,Some-college,Married-civ-spouse,?,Wife,White,Female,20,United-States,>50K,0.7875928000000001,0.0,13
51,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0.9237843000000001,1.0,32
45,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,15,United-States,<=50K,0.99990165,1.0,34
20,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K,0.99961984,1.0,21
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.77104354,1.0,49
29,Private,HS-grad,Never-married,Tech-support,Own-child,Black,Male,40,United-States,<=50K,0.99827075,1.0,11
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,30,Canada,<=50K,0.58436257,1.0,17
55,Self-emp-not-inc,Some-college,Divorced,Tech-support,Not-in-family,White,Female,12,United-States,>50K,0.97155917,0.0,9
26,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,20,United-States,<=50K,0.9981452,1.0,30
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,0.48115763,0.0,39
32,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0.94385844,1.0,35
28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.83204913,1.0,5
27,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,35,Guatemala,<=50K,0.9996507,1.0,19
23,Private,9th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K,0.9962470999999999,1.0,47
59,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.74523634,1.0,10
26,Private,12th,Never-married,Craft-repair,Other-relative,Other,Male,48,Guatemala,<=50K,0.99598,1.0,11
36,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0.9974781999999999,1.0,4
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K,0.9998035,1.0,44
33,Private,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,70,United-States,<=50K,0.93628126,1.0,31
60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Wife,White,Female,15,Germany,>50K,0.42397743,0.0,13
40,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,48,Mexico,<=50K,0.99849796,1.0,6
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,43,United-States,<=50K,0.8803128,1.0,5
27,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K,0.9302286,1.0,43
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0.9997003000000001,1.0,30
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.26761457,0.0,45
26,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,43,United-States,<=50K,0.96561605,1.0,31
45,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0.42838562,1.0,35
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0.99931383,1.0,16
32,Federal-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0.9493591999999998,1.0,15
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,13,United-States,<=50K,0.99988616,1.0,16
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,0.9928502,1.0,40
38,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,38,United-States,<=50K,0.9980306999999999,1.0,34
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,0.71396834,0.0,28
46,Private,1st-4th,Widowed,Other-service,Unmarried,Other,Female,30,Mexico,<=50K,0.99997747,1.0,29
39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,25,United-States,<=50K,0.8717645,1.0,9
79,Self-emp-not-inc,HS-grad,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K,0.99305046,1.0,3
60,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,8,United-States,>50K,0.86399305,0.0,1
24,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,Dominican-Republic,<=50K,0.9999273999999999,1.0,24
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K,0.5859331,1.0,49
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,77,Vietnam,<=50K,0.8319861999999999,1.0,43
23,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0.99771273,1.0,40
31,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,El-Salvador,<=50K,0.9255064000000001,1.0,33
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.44880593,0.0,45
22,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,43,United-States,<=50K,0.9925991,1.0,7
69,?,Some-college,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K,0.9905235000000001,1.0,23
55,Local-gov,HS-grad,Divorced,Other-service,Unmarried,White,Female,38,United-States,<=50K,0.9914248999999999,1.0,6
43,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0.973709,1.0,22
23,Private,7th-8th,Never-married,Farming-fishing,Unmarried,Other,Male,36,Mexico,<=50K,0.9999846,1.0,15
29,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,35,Mexico,<=50K,0.9991309000000002,1.0,15
22,Private,Assoc-voc,Never-married,Other-service,Other-relative,White,Female,40,Mexico,<=50K,0.999607,1.0,26
22,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,0.9851045,1.0,20
25,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,United-States,>50K,0.4989135,0.0,2
29,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,45,United-States,<=50K,0.9965347999999999,1.0,30
25,State-gov,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,0.99467623,1.0,11
33,Federal-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.9833876,1.0,26
33,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,0.86358905,0.0,18
31,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,28,United-States,<=50K,0.73569864,1.0,0
30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.44165084,0.0,8
55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.27966009999999997,1.0,17
36,Private,12th,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0.93171144,1.0,4
47,?,HS-grad,Widowed,?,Unmarried,White,Female,40,United-States,<=50K,0.9905896000000001,1.0,23
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,>50K,0.88837004,0.0,18
42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.23003234,0.0,45
51,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,55,Germany,<=50K,0.88561183,1.0,15
62,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K,0.8582448,1.0,7
65,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,>50K,0.4307294,0.0,46
23,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.5438434,1.0,17
60,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,32,United-States,<=50K,0.85904384,1.0,1
47,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,>50K,0.82681894,0.0,28
50,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0.9640394,1.0,6
70,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,6,United-States,<=50K,0.8598434000000001,1.0,1
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.73354304,1.0,43
37,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.6680090999999999,1.0,49
31,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,>50K,0.9768718000000001,0.0,15
76,Private,10th,Widowed,Sales,Unmarried,Black,Female,12,United-States,<=50K,0.99968123,1.0,34
54,Private,Bachelors,Divorced,Sales,Not-in-family,Black,Female,60,United-States,<=50K,0.54844195,1.0,42
32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.41659033,0.0,8
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,52,United-States,<=50K,0.96503395,1.0,0
31,Federal-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,50,United-States,>50K,0.76584977,0.0,18
65,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.38816595,1.0,31
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,Ireland,>50K,0.54662603,0.0,2
63,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,0.7966260000000001,1.0,1
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K,0.99902356,1.0,16
40,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,0.17834023,0.0,8
26,State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0.9925921999999998,1.0,0
18,Private,11th,Never-married,Other-service,Own-child,White,Female,8,United-States,<=50K,0.9998838,1.0,44
34,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,<=50K,0.9158304,1.0,35
66,Local-gov,Some-college,Divorced,Other-service,Other-relative,White,Female,40,?,>50K,0.9442325,0.0,9
44,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,60,United-States,<=50K,0.97833395,1.0,30
30,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0.97354436,1.0,0
36,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9502715,1.0,32
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.524497,0.0,39
22,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,20,United-States,<=50K,0.9947331,1.0,20
28,?,7th-8th,Divorced,?,Own-child,White,Male,84,United-States,<=50K,0.99770087,1.0,38
23,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K,0.99673057,1.0,24
