age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class,cluster
34,Felony,African-American,Male,3,-1.0,0,1,1,44
38,Misdemeanor,African-American,Male,1,-1.0,8,0,0,22
36,Felony,Caucasian,Male,0,-1.0,24,0,0,1
32,Misdemeanor,Hispanic,Male,0,-6.0,6,0,0,10
23,Misdemeanor,African-American,Male,0,-1.0,0,1,0,22
47,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,31
20,Felony,African-American,Male,0,0.0,-1,0,0,0
25,Felony,African-American,Female,2,-1.0,0,1,1,43
35,Misdemeanor,African-American,Male,0,-1.0,0,0,0,22
28,Misdemeanor,Caucasian,Female,1,-1.0,1,0,0,48
24,Misdemeanor,African-American,Male,2,-1.0,0,1,1,22
22,Felony,African-American,Male,0,-1.0,0,1,0,0
20,Felony,Other,Male,8,-1.0,1,1,1,36
40,Misdemeanor,Hispanic,Male,0,0.0,0,0,0,10
27,Felony,Other,Male,1,-1.0,5,0,0,36
60,Felony,African-American,Male,12,-1.0,1,0,0,23
33,Misdemeanor,African-American,Male,6,-1.0,0,1,0,2
34,Misdemeanor,African-American,Male,2,-1.0,23,0,1,22
24,Misdemeanor,Caucasian,Male,4,-1.0,0,1,0,3
27,Misdemeanor,African-American,Male,0,-1.0,2,0,1,22
29,Felony,African-American,Male,4,0.0,355,1,1,37
21,Felony,Caucasian,Male,1,0.0,36,1,1,49
32,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0,10
42,Felony,Caucasian,Female,0,-1.0,0,0,1,24
32,Felony,African-American,Male,1,0.0,-1,0,0,44
27,Felony,Other,Male,0,-2.0,2,0,0,36
30,Misdemeanor,Caucasian,Male,3,-1.0,0,0,0,3
22,Felony,African-American,Male,1,-1.0,0,0,1,0
20,Misdemeanor,Caucasian,Male,0,-2.0,0,1,1,3
57,Misdemeanor,Caucasian,Male,0,0.0,1,0,0,17
51,Felony,Caucasian,Male,3,-1.0,1,0,1,30
21,Felony,African-American,Male,0,-1.0,0,0,0,0
22,Felony,African-American,Male,0,-1.0,35,1,0,0
35,Felony,African-American,Male,4,-1.0,353,1,1,37
58,Felony,Caucasian,Male,2,-9.0,4,0,0,30
32,Felony,Caucasian,Female,0,-1.0,0,0,1,8
30,Misdemeanor,Caucasian,Male,9,-1.0,7,1,1,3
20,Felony,African-American,Male,0,-1.0,209,1,1,37
40,Misdemeanor,Other,Male,0,-1.0,0,0,0,21
45,Misdemeanor,Caucasian,Female,5,-1.0,0,0,0,5
31,Felony,African-American,Male,4,-1.0,0,0,1,20
23,Felony,Hispanic,Male,4,-27.0,27,1,0,6
26,Misdemeanor,Hispanic,Male,0,-1.0,3,1,1,10
53,Misdemeanor,Caucasian,Female,1,-1.0,0,0,0,5
44,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0,31
44,Misdemeanor,Caucasian,Female,1,-6.0,4,1,0,5
21,Felony,Caucasian,Male,0,-1.0,-1,0,1,49
28,Misdemeanor,African-American,Male,0,0.0,0,0,0,22
28,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,3
24,Felony,African-American,Male,0,-1.0,182,0,1,37
28,Felony,African-American,Male,0,0.0,-1,0,0,0
53,Felony,Caucasian,Male,4,0.0,-1,0,0,30
47,Felony,Hispanic,Male,1,-1.0,183,1,0,26
20,Felony,African-American,Male,1,-24.0,1,0,0,42
21,Misdemeanor,African-American,Male,0,-6.0,0,1,0,22
30,Felony,Other,Male,1,-1.0,2,0,1,36
37,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1,31
60,Felony,Hispanic,Male,1,-18.0,18,0,0,26
26,Misdemeanor,Hispanic,Male,1,-1.0,0,0,1,10
30,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
26,Felony,Caucasian,Male,2,-1.0,1,1,1,49
26,Felony,African-American,Female,5,-1.0,6,1,1,43
21,Felony,Hispanic,Male,0,-1.0,1,1,0,6
39,Felony,African-American,Female,1,-1.0,0,0,0,43
30,Felony,Other,Male,0,-1.0,5,0,0,36
44,Felony,African-American,Male,2,-1.0,2,1,0,44
45,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0,31
30,Felony,African-American,Male,1,-1.0,0,0,0,0
38,Felony,Asian,Male,2,0.0,8,0,0,19
23,Felony,Caucasian,Male,6,-1.0,0,1,1,49
46,Misdemeanor,Asian,Male,0,-1.0,0,0,0,18
42,Felony,African-American,Male,0,-1.0,0,0,0,44
54,Misdemeanor,Caucasian,Male,4,-1.0,3,0,0,17
47,Felony,African-American,Male,7,-1.0,1,0,1,23
26,Felony,Caucasian,Male,0,-3.0,1,1,1,49
29,Misdemeanor,Caucasian,Male,7,-1.0,1,1,1,3
51,Felony,Caucasian,Male,7,-1.0,14,0,1,30
44,Misdemeanor,African-American,Male,0,0.0,0,0,0,40
49,Misdemeanor,Caucasian,Male,12,-24.0,21,1,0,39
22,Felony,African-American,Male,0,-1.0,0,1,1,0
32,Misdemeanor,African-American,Male,4,-1.0,1,0,1,2
27,Misdemeanor,African-American,Male,0,-1.0,1,0,0,22
30,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
28,Misdemeanor,Hispanic,Male,11,0.0,0,1,0,10
45,Misdemeanor,Other,Male,0,-1.0,1,0,0,11
51,Felony,Caucasian,Female,5,0.0,32,1,0,24
27,Felony,African-American,Male,4,-1.0,1,0,1,20
32,Felony,African-American,Male,0,-1.0,17,1,1,44
43,Felony,African-American,Male,2,-1.0,5,0,0,44
37,Felony,Caucasian,Male,2,-1.0,0,0,0,1
26,Felony,African-American,Male,0,-1.0,1,0,1,0
26,Misdemeanor,African-American,Male,0,-1.0,0,0,0,22
32,Felony,Other,Male,4,0.0,-1,0,0,36
39,Felony,Hispanic,Male,3,-21.0,13,0,0,26
58,Felony,African-American,Female,4,-1.0,1,0,0,47
33,Misdemeanor,Other,Male,0,-1.0,0,0,0,21
22,Misdemeanor,Caucasian,Female,1,-22.0,0,0,0,38
21,Felony,African-American,Male,2,-1.0,140,1,1,0
31,Felony,Caucasian,Male,0,0.0,35,1,1,49
43,Felony,Caucasian,Male,2,-10.0,1,0,0,1
23,Misdemeanor,African-American,Male,0,-1.0,0,1,0,22
25,Felony,Caucasian,Male,0,-1.0,1,0,0,49
22,Felony,African-American,Male,6,-1.0,1,1,0,20
30,Felony,African-American,Male,6,-1.0,133,0,0,20
25,Felony,African-American,Male,15,-1.0,2,1,1,13
20,Felony,African-American,Male,0,-1.0,1,1,1,0
39,Felony,Hispanic,Male,0,-1.0,0,0,0,6
33,Felony,African-American,Male,1,-1.0,3,0,1,44
59,Felony,African-American,Male,1,-1.0,0,0,0,35
21,Felony,Hispanic,Male,1,-8.0,1,1,0,6
53,Felony,African-American,Male,8,-1.0,5,1,1,23
34,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,3
36,Felony,Caucasian,Male,6,-25.0,0,0,0,45
23,Felony,African-American,Male,0,-1.0,1,0,0,0
32,Misdemeanor,African-American,Male,2,0.0,109,1,0,22
32,Misdemeanor,African-American,Male,11,-1.0,1,1,1,2
66,Misdemeanor,Other,Male,0,-1.0,1,0,0,11
24,Misdemeanor,Caucasian,Female,0,-1.0,23,1,0,48
30,Felony,African-American,Male,7,-1.0,602,1,1,37
28,Misdemeanor,African-American,Male,1,-1.0,1,1,0,22
43,Felony,Caucasian,Male,4,0.0,2,1,1,1
35,Misdemeanor,African-American,Male,3,-1.0,11,0,0,22
19,Felony,African-American,Male,2,-21.0,14,1,1,42
22,Misdemeanor,African-American,Male,1,-1.0,4,1,1,22
29,Felony,African-American,Male,0,0.0,0,0,0,0
23,Misdemeanor,African-American,Female,0,-1.0,2,0,0,7
33,Misdemeanor,Caucasian,Female,0,-2.0,0,0,0,48
35,Misdemeanor,African-American,Male,1,0.0,-1,0,0,22
53,Felony,Caucasian,Male,0,0.0,0,0,1,30
59,Felony,Caucasian,Male,17,-25.0,23,1,1,33
48,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0,5
33,Felony,African-American,Female,1,-10.0,0,0,0,43
44,Misdemeanor,Caucasian,Male,0,0.0,1,0,0,31
31,Felony,Caucasian,Male,10,-18.0,1,0,1,45
28,Felony,African-American,Male,2,-1.0,1,0,1,0
51,Felony,Hispanic,Male,1,-18.0,17,0,0,26
23,Felony,African-American,Male,0,0.0,5,1,1,0
21,Felony,Hispanic,Male,0,0.0,0,1,0,6
26,Felony,Caucasian,Male,0,0.0,0,1,0,49
22,Felony,African-American,Male,3,0.0,0,1,0,0
29,Misdemeanor,African-American,Male,0,-1.0,1,0,0,22
20,Felony,African-American,Male,2,-1.0,2,1,1,0
44,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,31
41,Felony,African-American,Male,2,-1.0,14,1,0,44
28,Felony,African-American,Female,4,0.0,0,0,0,43
27,Misdemeanor,Caucasian,Male,1,-1.0,21,1,1,3
31,Misdemeanor,Caucasian,Male,7,-1.0,1,0,0,3
26,Felony,African-American,Male,3,-21.0,0,0,1,42
20,Felony,African-American,Male,0,-1.0,1,0,1,0
55,Misdemeanor,Caucasian,Male,2,-1.0,0,0,1,17
36,Felony,African-American,Male,0,0.0,1,1,0,44
48,Felony,Other,Male,4,-1.0,4,0,1,9
22,Felony,Other,Male,5,-1.0,2,0,1,36
23,Misdemeanor,African-American,Male,1,-1.0,5,1,0,22
34,Felony,African-American,Male,19,-1.0,4,1,1,13
59,Felony,Caucasian,Female,1,-21.0,5,0,0,24
37,Felony,Caucasian,Male,0,-4.0,1,0,1,1
28,Felony,Caucasian,Female,0,-1.0,0,0,1,8
31,Felony,African-American,Male,0,-1.0,1,0,0,44
38,Felony,African-American,Female,14,-1.0,4,1,1,4
33,Felony,African-American,Male,0,-4.0,3,0,1,44
27,Felony,African-American,Male,3,-1.0,0,1,1,0
25,Misdemeanor,Caucasian,Male,2,0.0,1,0,1,3
42,Felony,African-American,Female,2,-1.0,1,0,0,47
22,Felony,African-American,Male,3,-1.0,26,1,1,0
21,Felony,Other,Male,0,-1.0,1,1,0,36
45,Felony,Caucasian,Male,1,0.0,27,1,1,1
21,Misdemeanor,African-American,Female,1,-11.0,1,0,1,7
52,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,17
29,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
37,Misdemeanor,African-American,Female,0,0.0,5,0,0,7
34,Felony,Caucasian,Male,0,-1.0,0,0,0,1
53,Misdemeanor,African-American,Male,0,0.0,1,0,1,40
30,Felony,African-American,Female,8,-1.0,1,1,1,4
35,Misdemeanor,Hispanic,Male,0,-7.0,1,0,0,10
28,Felony,Caucasian,Male,1,-1.0,4,0,0,49
21,Felony,African-American,Male,1,-1.0,0,1,0,0
22,Felony,African-American,Male,1,13.0,43,1,0,0
42,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1,31
26,Felony,African-American,Male,3,0.0,0,0,1,0
54,Misdemeanor,African-American,Male,9,0.0,1,0,0,40
39,Felony,Other,Male,1,-1.0,0,0,1,36
30,Felony,African-American,Male,20,0.0,317,1,1,32
26,Felony,African-American,Female,1,-1.0,27,1,1,43
41,Misdemeanor,African-American,Male,0,0.0,0,0,0,40
23,Misdemeanor,Caucasian,Male,5,0.0,54,1,1,3
43,Felony,Caucasian,Male,1,-1.0,64,0,1,1
22,Misdemeanor,African-American,Male,0,-1.0,0,0,1,22
27,Felony,Caucasian,Female,6,-1.0,1,0,1,8
42,Misdemeanor,African-American,Female,2,-1.0,34,0,0,7
25,Felony,African-American,Male,8,0.0,29,1,1,20
49,Misdemeanor,African-American,Male,4,0.0,35,0,0,40
52,Felony,Caucasian,Male,1,-1.0,24,0,0,30
60,Felony,Caucasian,Female,2,-1.0,1,0,0,24
23,Misdemeanor,African-American,Female,0,-1.0,1,1,0,7
30,Misdemeanor,African-American,Male,2,-1.0,1,1,0,22
48,Felony,African-American,Male,9,0.0,3,1,1,23
32,Felony,African-American,Male,2,0.0,1,1,1,44
28,Felony,Hispanic,Male,3,-1.0,1,0,1,6
24,Felony,African-American,Male,5,-1.0,1,1,1,20
22,Felony,African-American,Male,3,20.0,214,1,1,37
44,Felony,African-American,Male,2,-1.0,1,0,0,44
32,Felony,Caucasian,Male,3,-1.0,86,0,0,1
27,Misdemeanor,African-American,Female,1,-1.0,0,0,0,7
52,Misdemeanor,African-American,Male,15,0.0,0,0,1,46
61,Misdemeanor,Caucasian,Male,3,0.0,0,0,1,17
69,Misdemeanor,African-American,Male,3,0.0,0,0,0,40
51,Felony,Other,Male,2,-1.0,34,0,0,9
21,Felony,Caucasian,Female,1,-1.0,1,1,0,8
31,Misdemeanor,Caucasian,Male,2,-1.0,3,1,1,3
19,Felony,African-American,Male,3,-1.0,30,0,1,0
24,Misdemeanor,African-American,Male,12,0.0,36,1,1,2
24,Felony,Caucasian,Male,3,-1.0,6,1,1,49
57,Felony,Hispanic,Male,3,-2.0,1,0,0,26
30,Felony,Caucasian,Male,6,-1.0,6,1,0,49
43,Felony,African-American,Male,4,-1.0,1,0,1,44
24,Felony,African-American,Male,4,-1.0,4,1,0,0
30,Misdemeanor,Caucasian,Female,7,-18.0,17,1,0,38
25,Felony,African-American,Male,5,-1.0,1,1,1,20
56,Felony,Caucasian,Female,1,-1.0,169,1,0,24
21,Felony,African-American,Male,1,-8.0,8,1,0,0
31,Felony,African-American,Male,6,-1.0,31,1,1,20
23,Felony,African-American,Female,1,-1.0,1,1,0,43
30,Felony,African-American,Male,15,-1.0,1,1,1,13
42,Misdemeanor,Other,Male,1,-13.0,0,0,0,11
64,Felony,Caucasian,Male,0,-1.0,108,0,0,30
21,Felony,Caucasian,Female,0,-1.0,0,1,1,8
36,Felony,African-American,Male,5,17.0,11,0,0,20
50,Felony,African-American,Female,1,-1.0,1,0,0,47
23,Misdemeanor,African-American,Male,0,0.0,0,0,1,22
28,Felony,Native American,Male,2,-1.0,49,0,0,27
25,Felony,Caucasian,Female,5,-3.0,0,1,0,8
54,Misdemeanor,Caucasian,Male,14,-1.0,28,0,1,17
37,Misdemeanor,Other,Male,6,-1.0,1,0,0,21
25,Misdemeanor,Caucasian,Male,5,-1.0,14,1,1,3
63,Misdemeanor,Caucasian,Male,0,0.0,3,0,1,17
35,Misdemeanor,African-American,Male,2,-1.0,1,1,0,22
26,Misdemeanor,Hispanic,Male,0,-1.0,0,0,1,10
25,Misdemeanor,African-American,Male,8,-1.0,1,1,1,2
33,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
29,Felony,African-American,Male,7,-1.0,1,0,0,20
27,Misdemeanor,Hispanic,Male,2,-1.0,0,0,0,10
37,Misdemeanor,African-American,Male,12,-1.0,0,1,1,2
20,Misdemeanor,Caucasian,Female,3,-1.0,0,1,1,48
32,Felony,African-American,Male,1,-1.0,1,0,1,44
72,Misdemeanor,Caucasian,Male,1,-23.0,1,0,0,17
38,Felony,Caucasian,Male,0,-1.0,2,0,0,1
40,Felony,Caucasian,Male,0,-1.0,0,0,0,1
23,Felony,Caucasian,Male,0,-1.0,0,0,0,49
21,Felony,Caucasian,Male,5,-10.0,1,1,1,49
27,Felony,Caucasian,Male,4,0.0,0,1,1,49
55,Felony,Caucasian,Male,13,-1.0,0,1,1,29
41,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0,5
56,Misdemeanor,Caucasian,Male,1,-1.0,2,0,0,17
55,Misdemeanor,Caucasian,Male,11,-1.0,57,1,0,17
23,Felony,Hispanic,Female,0,-2.0,1,1,1,14
28,Felony,African-American,Male,3,-1.0,0,0,0,0
31,Felony,Other,Male,2,-1.0,13,0,1,36
53,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,17
27,Felony,African-American,Male,6,-1.0,10,1,1,20
22,Felony,Caucasian,Male,0,-1.0,0,1,1,49
22,Felony,African-American,Female,0,-1.0,0,0,1,43
33,Misdemeanor,African-American,Male,7,-1.0,1,1,1,2
34,Felony,African-American,Male,15,-6.0,6,1,0,13
22,Misdemeanor,Hispanic,Male,0,0.0,0,0,1,10
32,Felony,African-American,Male,12,-1.0,1,1,1,13
47,Felony,African-American,Male,14,-1.0,0,1,1,23
24,Misdemeanor,Asian,Male,0,0.0,0,0,0,18
25,Felony,African-American,Male,14,-1.0,83,1,1,13
56,Felony,Caucasian,Male,0,0.0,-1,0,0,30
36,Felony,Hispanic,Male,1,30.0,106,0,1,6
28,Felony,African-American,Male,4,0.0,21,1,1,20
20,Felony,African-American,Male,2,-1.0,0,1,1,0
59,Misdemeanor,Hispanic,Male,0,-2.0,1,0,0,25
29,Felony,African-American,Female,11,-1.0,0,1,0,4
72,Felony,Caucasian,Male,3,-5.0,4,0,0,30
24,Misdemeanor,African-American,Female,2,-1.0,14,1,1,7
45,Felony,African-American,Male,3,6.0,36,1,0,35
30,Misdemeanor,African-American,Male,7,0.0,2,1,1,2
45,Misdemeanor,African-American,Male,0,-1.0,0,0,0,40
47,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,31
24,Felony,African-American,Male,0,-1.0,9,0,1,0
20,Misdemeanor,African-American,Male,0,-1.0,2,0,1,22
51,Felony,Caucasian,Male,6,0.0,0,0,1,30
49,Misdemeanor,Caucasian,Female,2,-1.0,11,0,1,5
41,Felony,Caucasian,Male,5,-1.0,1,0,0,1
49,Felony,Caucasian,Male,1,-16.0,12,0,0,33
26,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0,10
28,Misdemeanor,African-American,Female,0,-1.0,1,0,0,7
33,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,3
46,Felony,African-American,Male,0,0.0,0,1,0,35
21,Misdemeanor,African-American,Male,0,-1.0,1,0,1,22
26,Felony,African-American,Male,14,0.0,-1,1,1,13
48,Felony,Hispanic,Male,1,2.0,126,0,1,26
58,Felony,African-American,Male,24,0.0,3,1,1,32
29,Felony,Other,Male,0,-1.0,1,0,0,36
20,Felony,African-American,Female,2,-1.0,23,1,1,43
28,Misdemeanor,African-American,Male,0,0.0,0,0,1,22
21,Felony,Caucasian,Male,0,0.0,4,1,1,49
26,Felony,Other,Male,0,-1.0,0,1,0,36
34,Misdemeanor,African-American,Male,3,-4.0,0,0,0,22
32,Felony,African-American,Male,15,-1.0,7,1,1,13
38,Felony,African-American,Male,10,0.0,10,0,1,20
22,Felony,African-American,Male,0,-1.0,1,0,0,0
42,Felony,Caucasian,Male,2,-1.0,0,1,1,1
57,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0,5
56,Felony,Caucasian,Female,1,-20.0,1,0,0,24
32,Misdemeanor,Hispanic,Male,2,0.0,0,1,1,10
30,Felony,African-American,Male,11,-1.0,0,1,0,13
29,Misdemeanor,African-American,Male,2,-1.0,0,0,0,22
46,Felony,African-American,Male,15,-1.0,6,1,1,23
24,Felony,African-American,Female,0,-1.0,0,0,0,43
70,Felony,African-American,Female,1,-1.0,1,0,0,47
21,Felony,Hispanic,Male,0,0.0,0,1,1,6
45,Misdemeanor,Caucasian,Female,1,-11.0,0,0,0,5
33,Misdemeanor,Hispanic,Female,2,-1.0,2,0,0,15
39,Felony,African-American,Female,6,0.0,0,1,0,4
25,Felony,Caucasian,Male,6,-16.0,1,0,0,45
48,Misdemeanor,Hispanic,Male,1,0.0,1,0,0,25
46,Felony,Caucasian,Male,0,-1.0,0,0,0,1
28,Misdemeanor,Caucasian,Male,0,0.0,2,0,1,3
27,Felony,African-American,Male,1,-1.0,1,0,0,0
43,Felony,Caucasian,Male,11,16.0,76,1,1,29
30,Felony,African-American,Male,9,0.0,50,1,1,20
29,Felony,Caucasian,Male,1,-22.0,0,0,0,45
54,Felony,African-American,Male,8,0.0,-1,0,1,23
20,Felony,Caucasian,Female,0,0.0,0,0,0,8
29,Felony,African-American,Male,0,-1.0,0,0,0,0
67,Misdemeanor,Asian,Male,0,-1.0,0,0,0,18
25,Felony,Other,Male,0,-1.0,0,0,0,36
24,Felony,African-American,Male,8,-1.0,0,1,1,20
29,Felony,Other,Male,3,-1.0,177,1,0,36
45,Misdemeanor,African-American,Male,2,-1.0,28,1,0,40
31,Felony,African-American,Male,5,-1.0,11,1,1,20
23,Felony,Caucasian,Male,0,-1.0,7,0,1,49
21,Felony,African-American,Male,0,-1.0,8,1,1,0
61,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,17
51,Misdemeanor,Caucasian,Female,5,-1.0,20,1,1,5
32,Felony,Other,Male,1,-15.0,15,0,0,36
43,Felony,Caucasian,Male,9,-2.0,0,1,0,29
32,Misdemeanor,Other,Male,0,-1.0,1,0,0,21
36,Felony,African-American,Male,0,-1.0,0,1,0,44
58,Felony,Caucasian,Male,3,0.0,15,0,1,30
57,Felony,African-American,Male,12,-1.0,50,1,0,23
37,Felony,African-American,Male,2,0.0,0,1,0,44
44,Felony,African-American,Male,6,-1.0,1,1,0,35
45,Felony,African-American,Male,8,-1.0,0,1,1,23
48,Felony,Other,Male,1,-1.0,2,0,0,9
26,Felony,African-American,Male,13,0.0,-1,1,1,13
34,Felony,Caucasian,Male,9,-1.0,1,1,1,29
25,Felony,African-American,Male,0,-1.0,1,0,0,0
31,Misdemeanor,African-American,Male,8,-1.0,0,1,1,2
43,Felony,African-American,Male,1,-1.0,1,0,0,44
30,Misdemeanor,African-American,Male,0,0.0,0,0,0,22
50,Misdemeanor,Caucasian,Male,0,-2.0,0,0,0,31
31,Felony,African-American,Female,2,-1.0,1,0,0,43
33,Misdemeanor,Caucasian,Female,7,-6.0,0,1,0,48
32,Felony,African-American,Male,1,-1.0,19,1,1,44
46,Misdemeanor,Caucasian,Female,0,0.0,2,0,1,5
22,Felony,Hispanic,Male,0,-1.0,1,1,0,6
37,Felony,African-American,Male,8,-1.0,1,1,1,20
32,Felony,Caucasian,Female,6,-1.0,8,1,1,8
23,Felony,African-American,Female,2,-1.0,1,1,1,43
21,Felony,Caucasian,Male,0,0.0,-1,1,0,49
52,Felony,Other,Male,2,-1.0,1,0,0,9
49,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,31
55,Felony,Caucasian,Male,3,-1.0,36,1,1,30
22,Felony,African-American,Male,0,-1.0,1,0,0,0
45,Felony,Hispanic,Male,0,-1.0,13,0,0,26
31,Felony,African-American,Female,7,-1.0,1,1,1,4
22,Misdemeanor,Caucasian,Male,0,-1.0,1,0,1,3
28,Misdemeanor,African-American,Male,5,-1.0,1,1,0,2
21,Felony,African-American,Male,1,-1.0,11,1,1,0
37,Misdemeanor,Hispanic,Male,2,-1.0,1,0,0,10
30,Felony,African-American,Male,21,-1.0,1,1,1,13
22,Felony,African-American,Male,13,-1.0,0,1,1,13
35,Felony,African-American,Male,23,-1.0,1,1,1,32
28,Felony,African-American,Male,11,-1.0,26,1,0,13
24,Felony,African-American,Male,1,-1.0,1,0,0,0
32,Felony,African-American,Male,24,-1.0,2,1,1,32
24,Felony,African-American,Female,1,-1.0,0,1,0,43
57,Felony,African-American,Male,19,-1.0,1,0,0,32
21,Misdemeanor,Other,Male,0,-1.0,0,1,0,21
28,Felony,Caucasian,Male,0,0.0,-1,0,0,49
51,Misdemeanor,Caucasian,Male,0,0.0,91,0,0,31
26,Misdemeanor,African-American,Male,0,-1.0,0,0,1,22
20,Felony,African-American,Male,0,-1.0,1,1,1,0
25,Misdemeanor,African-American,Male,6,-1.0,32,1,0,2
19,Misdemeanor,Caucasian,Male,0,-1.0,2,1,1,3
49,Felony,Caucasian,Male,1,-1.0,20,0,1,30
57,Misdemeanor,African-American,Male,27,-9.0,9,1,0,46
27,Misdemeanor,African-American,Female,0,0.0,0,0,0,7
66,Misdemeanor,Caucasian,Male,1,-1.0,19,0,0,17
21,Felony,Caucasian,Male,0,0.0,0,0,0,49
45,Felony,Caucasian,Male,1,0.0,-1,0,0,1
37,Felony,African-American,Male,24,-1.0,19,1,0,32
44,Felony,Caucasian,Male,13,0.0,16,1,1,29
64,Felony,African-American,Male,0,-1.0,4,0,0,35
30,Felony,African-American,Male,1,-1.0,0,1,1,0
61,Misdemeanor,African-American,Male,1,-1.0,2,0,0,40
49,Felony,Caucasian,Female,8,-10.0,8,0,0,24
23,Felony,African-American,Male,0,0.0,0,1,0,0
21,Felony,Caucasian,Male,0,-2.0,0,1,1,49
30,Felony,Caucasian,Female,2,-1.0,43,1,1,8
26,Misdemeanor,Hispanic,Male,7,0.0,1,0,0,10
35,Misdemeanor,Other,Male,3,-1.0,1,0,1,21
27,Misdemeanor,African-American,Male,2,-1.0,1,1,1,22
38,Misdemeanor,Caucasian,Male,1,0.0,14,1,0,31
48,Felony,African-American,Male,14,23.0,142,1,1,23
26,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,3
24,Felony,African-American,Male,4,-27.0,26,1,1,42
28,Felony,African-American,Female,2,0.0,0,1,1,43
44,Felony,Caucasian,Female,4,0.0,5,1,1,24
23,Felony,Caucasian,Male,2,0.0,13,1,1,49
34,Felony,Caucasian,Female,1,-1.0,12,1,1,8
20,Felony,Caucasian,Male,1,-1.0,1,1,1,49
63,Felony,Other,Male,23,-1.0,2,0,1,9
36,Misdemeanor,African-American,Female,0,0.0,0,0,0,7
58,Felony,Caucasian,Male,1,-1.0,79,0,0,30
35,Felony,Caucasian,Female,4,-30.0,13,0,0,24
23,Felony,African-American,Male,3,-1.0,1,1,0,0
40,Felony,Caucasian,Male,1,-21.0,21,0,0,45
31,Felony,Hispanic,Male,3,-1.0,0,0,0,6
34,Felony,Hispanic,Female,5,0.0,1,0,0,14
23,Misdemeanor,African-American,Male,3,-1.0,13,1,1,22
27,Misdemeanor,Caucasian,Male,0,-5.0,4,0,1,3
26,Felony,African-American,Female,3,-27.0,27,1,0,43
49,Felony,African-American,Male,1,0.0,24,0,0,35
47,Misdemeanor,Hispanic,Female,0,0.0,1,0,0,15
47,Felony,African-American,Male,6,0.0,5,0,0,35
34,Felony,African-American,Male,7,0.0,0,1,1,20
27,Felony,African-American,Male,10,-1.0,7,1,0,20
52,Misdemeanor,Caucasian,Female,0,0.0,0,0,0,5
26,Misdemeanor,African-American,Male,0,-3.0,0,0,1,22
25,Felony,African-American,Male,9,0.0,2,1,0,20
51,Felony,African-American,Male,1,-1.0,162,0,0,35
29,Misdemeanor,African-American,Female,1,0.0,-1,0,1,7
46,Felony,Caucasian,Male,0,-1.0,0,0,0,1
28,Felony,Caucasian,Male,6,-2.0,2,0,0,49
57,Felony,African-American,Male,0,-1.0,1,0,0,35
23,Felony,Hispanic,Male,2,-1.0,0,1,0,6
34,Felony,African-American,Male,27,-1.0,118,1,1,32
27,Felony,African-American,Male,3,-1.0,12,0,0,0
25,Misdemeanor,African-American,Male,7,-1.0,3,1,1,2
31,Felony,Caucasian,Male,1,-1.0,32,1,1,49
37,Felony,African-American,Male,8,-1.0,1,0,0,20
51,Felony,African-American,Male,0,0.0,1,0,1,35
28,Felony,African-American,Male,8,-1.0,40,1,1,20
56,Felony,Caucasian,Male,4,0.0,7,0,0,30
45,Felony,African-American,Male,15,-1.0,330,1,1,37
26,Felony,Caucasian,Male,7,-1.0,18,1,1,49
33,Felony,Caucasian,Male,7,-1.0,1,1,1,1
23,Misdemeanor,Caucasian,Male,0,-2.0,1,0,0,3
31,Misdemeanor,African-American,Male,0,0.0,0,0,0,22
31,Misdemeanor,Other,Male,0,-1.0,1,0,0,21
19,Felony,Hispanic,Male,1,-12.0,4,1,1,6
32,Felony,Caucasian,Male,0,0.0,0,0,0,49
30,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1,3
66,Felony,Caucasian,Male,1,-1.0,0,0,0,30
40,Felony,African-American,Female,0,0.0,-1,0,0,47
59,Misdemeanor,African-American,Male,4,0.0,0,0,0,40
27,Misdemeanor,African-American,Male,3,-23.0,1,1,0,22
22,Felony,African-American,Male,0,-1.0,0,0,0,0
58,Felony,Caucasian,Male,1,-1.0,0,0,0,30
