age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary,out,class
18,?,11th,Never-married,?,Own-child,White,Male,15,United-States,<=50K,0.9998679,1.0
52,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.49033442,0.0
56,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,0.9520632,1.0
21,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0.99858296,1.0
22,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,20,United-States,<=50K,0.97924817,1.0
31,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,<=50K,0.9757009,1.0
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,<=50K,0.8550763,1.0
25,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.9977343,1.0
43,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,0.82298744,1.0
45,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.98098457,1.0
26,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,60,United-States,<=50K,0.91399485,1.0
90,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,35,United-States,<=50K,0.9151886,1.0
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.28746745,0.0
30,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,0.5863844,0.0
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.5773154,1.0
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K,0.9996531,1.0
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.2579357,0.0
64,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,0.98194224,1.0
56,Private,7th-8th,Widowed,Transport-moving,Not-in-family,White,Male,20,United-States,<=50K,0.9937735,1.0
42,Private,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,0.7020122,0.0
26,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K,0.38638213,0.0
31,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0.99641705,1.0
40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0.35197166,1.0
58,Private,Some-college,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.8483237,1.0
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.20814478,1.0
58,Self-emp-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,47,United-States,<=50K,0.7556621,1.0
62,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0.16174152,0.0
65,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,0.1580283,0.0
40,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.943776,1.0
45,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.35993576,0.0
22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,55,United-States,<=50K,0.9948304,1.0
23,?,Some-college,Never-married,?,Own-child,Asian-Pac-Islander,Male,20,China,<=50K,0.99967265,1.0
63,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.049674805,0.0
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.16087341,0.0
37,Private,Some-college,Widowed,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0.8737629,1.0
25,?,Bachelors,Married-spouse-absent,?,Not-in-family,White,Male,40,Canada,<=50K,0.99522996,1.0
56,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0.94449234,1.0
32,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K,0.9293242,1.0
53,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,Philippines,>50K,0.41355816,0.0
32,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.8046237,1.0
23,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,0.83393174,0.0
35,Private,11th,Separated,Transport-moving,Not-in-family,White,Male,90,United-States,<=50K,0.6972147,1.0
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K,0.23580688,0.0
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0.99938035,1.0
41,Private,11th,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,Guatemala,<=50K,0.9963224,1.0
22,Private,10th,Never-married,Transport-moving,Own-child,White,Male,25,United-States,<=50K,0.9990565,1.0
23,Private,HS-grad,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,0.99817765,1.0
36,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K,0.3060918,0.0
27,?,Some-college,Divorced,?,Not-in-family,White,Female,25,United-States,<=50K,0.99679464,1.0
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Canada,<=50K,0.4802242,1.0
23,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,25,Mexico,<=50K,0.9904689,1.0
21,Private,11th,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.9974751,1.0
44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.12177357,0.0
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.4068801,0.0
36,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,<=50K,0.50762725,1.0
18,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0.9996768,1.0
62,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.80929095,0.0
25,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,0.9881052,1.0
34,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,0.89212096,1.0
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,0.8500831,0.0
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.24061544,0.0
33,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,England,<=50K,0.83661276,1.0
22,?,Some-college,Never-married,?,Own-child,White,Female,30,United-States,<=50K,0.9997156,1.0
28,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,<=50K,0.8385994,1.0
22,?,Some-college,Separated,?,Own-child,White,Male,25,United-States,<=50K,0.99964786,1.0
47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,0.89488536,0.0
67,?,11th,Married-civ-spouse,?,Husband,White,Male,3,United-States,<=50K,0.9909589,1.0
20,?,10th,Never-married,?,Own-child,White,Male,40,United-States,<=50K,0.99978167,1.0
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,<=50K,0.11921253,1.0
26,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,0.15536328,0.0
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K,0.65226465,0.0
28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0.99940455,1.0
22,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K,0.99981016,1.0
47,Private,Some-college,Separated,Other-service,Not-in-family,Black,Female,35,United-States,<=50K,0.9965773,1.0
33,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K,0.94073486,1.0
34,Self-emp-inc,Masters,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,0.8264012,0.0
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.9964702,1.0
37,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,Mexico,<=50K,0.9789717,1.0
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0.8210485,1.0
61,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,30,?,<=50K,0.91112405,1.0
74,?,9th,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,0.94427055,1.0
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,<=50K,0.6448689,1.0
55,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,40,England,<=50K,0.77331567,1.0
20,Private,HS-grad,Divorced,Sales,Not-in-family,Black,Female,40,United-States,<=50K,0.9981008,1.0
43,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Female,44,United-States,<=50K,0.99504316,1.0
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,England,>50K,0.6213886,0.0
25,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.9977343,1.0
42,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0.83390075,1.0
23,?,Some-college,Never-married,?,Not-in-family,White,Female,35,United-States,<=50K,0.99715173,1.0
17,Private,11th,Never-married,Craft-repair,Own-child,White,Male,10,United-States,<=50K,0.9994024,1.0
39,?,HS-grad,Never-married,?,Not-in-family,White,Male,40,United-States,<=50K,0.9851718,1.0
63,Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0.9995728,1.0
19,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,30,United-States,<=50K,0.99925035,1.0
56,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0.19956721,0.0
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0.4985738,0.0
37,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0.67877567,1.0
27,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0.98070025,1.0
36,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.6385248,1.0
30,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,Canada,>50K,0.24969311,0.0
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,<=50K,0.8836901,1.0
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0.8906579,1.0
20,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,0.9987294,1.0
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.9992373,1.0
25,Private,12th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.9967,1.0
53,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,54,United-States,>50K,0.64419824,0.0
21,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,<=50K,0.99957734,1.0
19,Private,HS-grad,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,0.9994942,1.0
34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,30,United-States,<=50K,0.994058,1.0
32,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0.99792814,1.0
20,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0.9994286,1.0
70,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,25,United-States,<=50K,0.98674494,1.0
57,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.1642598,0.0
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.39576653,1.0
34,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.69870394,1.0
48,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.45370102,0.0
42,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0.9166938,1.0
45,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,0.95818084,1.0
27,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.9985329,1.0
51,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K,0.9788486,1.0
36,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,65,United-States,<=50K,0.9914683,1.0
33,Private,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,0.99634534,1.0
50,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0.95382005,1.0
44,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States,>50K,0.4375768,0.0
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.34878528,0.0
55,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K,0.96633565,1.0
24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.99685353,1.0
35,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0.9655195,1.0
32,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8891154,1.0
66,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K,0.5688048,0.0
68,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,0.9864574,1.0
29,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,0.88652986,1.0
24,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0.8949985,1.0
61,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.94574857,1.0
34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K,0.7444388,0.0
55,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,Greece,>50K,0.21663813,0.0
20,?,Some-college,Never-married,?,Own-child,White,Male,36,United-States,<=50K,0.9997125,1.0
41,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.99417686,1.0
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,United-States,<=50K,0.7697443,1.0
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.6009613,0.0
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,>50K,0.7022,0.0
35,Private,Prof-school,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,35,China,<=50K,0.9157015,1.0
42,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.25591028,0.0
26,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0.952999,1.0
44,Local-gov,Some-college,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.9955804,1.0
31,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,<=50K,0.99066097,1.0
39,State-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,0.9968016,1.0
20,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,24,United-States,<=50K,0.9992955,1.0
32,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.7259369,1.0
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.76311564,1.0
61,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,20,Trinadad&Tobago,<=50K,0.9879198,1.0
54,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.99333376,1.0
23,Private,Assoc-acdm,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0.9925156,1.0
19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,3,United-States,<=50K,0.99976593,1.0
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0.82802504,1.0
35,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,<=50K,0.9874785,1.0
29,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,25,United-States,<=50K,0.99801093,1.0
29,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,Black,Female,40,United-States,<=50K,0.92216635,1.0
25,Private,10th,Separated,Other-service,Own-child,White,Female,25,United-States,<=50K,0.99995005,1.0
46,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.83036435,1.0
35,Private,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,30,United-States,<=50K,0.9966709,1.0
20,Private,10th,Never-married,Sales,Not-in-family,Other,Male,40,United-States,<=50K,0.9977442,1.0
24,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0.37074628,1.0
48,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,37,United-States,<=50K,0.991959,1.0
37,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0.99391115,1.0
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.72410583,1.0
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.72875977,1.0
29,Local-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,0.9988201,1.0
31,Self-emp-not-inc,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,20,United-States,<=50K,0.97315276,1.0
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.61326087,0.0
26,Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.92243224,1.0
64,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.16641766,0.0
46,Private,Assoc-voc,Divorced,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,0.9006231,1.0
69,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,8,United-States,<=50K,0.9504528,1.0
39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,>50K,0.6281792,0.0
48,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,55,United-States,<=50K,0.97737974,1.0
46,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,40,United-States,<=50K,0.9897698,1.0
42,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,0.6916699,1.0
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,Black,Female,54,Dominican-Republic,>50K,0.36363706,0.0
50,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.14056395,0.0
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.94591266,1.0
30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Other-relative,White,Female,40,Canada,>50K,0.33777705,0.0
39,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,0.19786184,0.0
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8575478,1.0
23,Private,11th,Never-married,Transport-moving,Own-child,White,Female,38,United-States,<=50K,0.9987488,1.0
21,?,Assoc-voc,Never-married,?,Not-in-family,White,Male,40,United-States,<=50K,0.98999465,1.0
32,Private,10th,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.9940059,1.0
69,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States,<=50K,0.47515863,1.0
55,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K,0.97416896,1.0
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.45028618,1.0
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K,0.18015358,0.0
18,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,0.9954335,1.0
74,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,United-States,<=50K,0.6528641,1.0
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.15912849,0.0
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.8766077,1.0
75,?,9th,Married-civ-spouse,?,Husband,Black,Male,5,United-States,<=50K,0.9939804,1.0
55,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.98539495,1.0
52,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0.8919598,1.0
54,Private,Some-college,Divorced,Sales,Unmarried,White,Female,48,United-States,<=50K,0.94462496,1.0
36,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,48,United-States,<=50K,0.9561066,1.0
76,?,Some-college,Married-civ-spouse,?,Husband,White,Male,8,United-States,<=50K,0.87464595,1.0
26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K,0.99966216,1.0
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,0.9988526,1.0
38,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,0.8705497,1.0
50,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0.57608634,0.0
19,?,Some-college,Never-married,?,Own-child,White,Female,25,United-States,<=50K,0.9998272,1.0
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.4851171,0.0
57,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.2785884,0.0
20,Private,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,<=50K,0.9996233,1.0
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.9876644,1.0
31,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,0.705101,1.0
60,Private,5th-6th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Puerto-Rico,<=50K,0.99647105,1.0
52,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,50,United-States,<=50K,0.93428534,1.0
61,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.9297837,1.0
57,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,55,United-States,>50K,0.8511887,0.0
19,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,<=50K,0.99969673,1.0
59,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,<=50K,0.46948934,1.0
34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,>50K,0.86188185,0.0
31,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,United-States,>50K,0.37922594,0.0
42,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,35,United-States,<=50K,0.9836542,1.0
70,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,6,United-States,<=50K,0.9849258,1.0
47,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,?,>50K,0.62875664,0.0
47,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,?,<=50K,0.78115094,1.0
29,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,0.7186064,0.0
27,Private,11th,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,United-States,<=50K,0.9984694,1.0
25,Private,12th,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0.95804965,1.0
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.104199976,0.0
28,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,40,?,<=50K,0.9997296,1.0
35,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.538255,1.0
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,0.7620046,0.0
54,?,Masters,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K,0.8412219,1.0
46,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.5267916,1.0
52,Private,Assoc-voc,Separated,Other-service,Unmarried,White,Female,35,United-States,<=50K,0.9941321,1.0
65,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.9250486,1.0
43,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.96272254,1.0
41,Local-gov,HS-grad,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,United-States,<=50K,0.9727313,1.0
34,Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Female,45,United-States,<=50K,0.94441205,1.0
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K,0.5177293,1.0
49,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,56,United-States,>50K,0.2100581,0.0
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K,0.99832827,1.0
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K,0.9984861,1.0
18,Local-gov,12th,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K,0.9982672,1.0
27,Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,40,United-States,<=50K,0.9901219,1.0
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.7956193,1.0
