age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class,cluster
27,Felony,Caucasian,Female,6,-1.0,1,0,1,0
42,Misdemeanor,African-American,Female,2,-1.0,34,0,0,8
25,Felony,African-American,Male,8,0.0,29,0,1,13
49,Misdemeanor,African-American,Male,4,0.0,35,0,0,3
52,Felony,Caucasian,Male,1,-1.0,24,0,0,2
60,Felony,Caucasian,Female,2,-1.0,1,0,0,0
23,Misdemeanor,African-American,Female,0,-1.0,1,0,0,8
30,Misdemeanor,African-American,Male,2,-1.0,1,0,0,3
48,Felony,African-American,Male,9,0.0,3,0,1,19
32,Felony,African-American,Male,2,0.0,1,0,1,13
28,Felony,Hispanic,Male,3,-1.0,1,0,1,5
24,Felony,African-American,Male,5,-1.0,1,0,1,13
22,Felony,African-American,Male,3,20.0,214,0,1,13
44,Felony,African-American,Male,2,-1.0,1,0,0,19
32,Felony,Caucasian,Male,3,-1.0,86,0,0,15
27,Misdemeanor,African-American,Female,1,-1.0,0,0,0,8
52,Misdemeanor,African-American,Male,15,0.0,0,0,1,3
61,Misdemeanor,Caucasian,Male,3,0.0,0,0,1,4
69,Misdemeanor,African-American,Male,3,0.0,0,0,0,3
51,Felony,Other,Male,2,-1.0,34,0,0,10
21,Felony,Caucasian,Female,1,-1.0,1,0,0,0
31,Misdemeanor,Caucasian,Male,2,-1.0,3,0,1,4
19,Felony,African-American,Male,3,-1.0,30,0,1,13
24,Misdemeanor,African-American,Male,12,0.0,36,1,1,3
24,Felony,Caucasian,Male,3,-1.0,6,1,1,15
57,Felony,Hispanic,Male,3,-2.0,1,0,0,5
30,Felony,Caucasian,Male,6,-1.0,6,0,0,15
43,Felony,African-American,Male,4,-1.0,1,0,1,19
24,Felony,African-American,Male,4,-1.0,4,0,0,13
30,Misdemeanor,Caucasian,Female,7,-18.0,17,0,0,6
25,Felony,African-American,Male,5,-1.0,1,1,1,13
56,Felony,Caucasian,Female,1,-1.0,169,1,0,0
21,Felony,African-American,Male,1,-8.0,8,1,0,13
31,Felony,African-American,Male,6,-1.0,31,1,1,13
23,Felony,African-American,Female,1,-1.0,1,1,0,7
30,Felony,African-American,Male,15,-1.0,1,1,1,1
42,Misdemeanor,Other,Male,1,-13.0,0,0,0,12
64,Felony,Caucasian,Male,0,-1.0,108,0,0,2
21,Felony,Caucasian,Female,0,-1.0,0,0,1,0
36,Felony,African-American,Male,5,17.0,11,0,0,13
50,Felony,African-American,Female,1,-1.0,1,0,0,7
23,Misdemeanor,African-American,Male,0,0.0,0,0,1,3
28,Felony,Native American,Male,2,-1.0,49,0,0,11
25,Felony,Caucasian,Female,5,-3.0,0,0,0,0
54,Misdemeanor,Caucasian,Male,14,-1.0,28,0,1,4
37,Misdemeanor,Other,Male,6,-1.0,1,0,0,12
25,Misdemeanor,Caucasian,Male,5,-1.0,14,1,1,4
63,Misdemeanor,Caucasian,Male,0,0.0,3,0,1,4
35,Misdemeanor,African-American,Male,2,-1.0,1,0,0,3
26,Misdemeanor,Hispanic,Male,0,-1.0,0,0,1,9
25,Misdemeanor,African-American,Male,8,-1.0,1,1,1,3
33,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
29,Felony,African-American,Male,7,-1.0,1,0,0,13
27,Misdemeanor,Hispanic,Male,2,-1.0,0,0,0,9
37,Misdemeanor,African-American,Male,12,-1.0,0,1,1,3
20,Misdemeanor,Caucasian,Female,3,-1.0,0,1,1,6
32,Felony,African-American,Male,1,-1.0,1,0,1,13
72,Misdemeanor,Caucasian,Male,1,-23.0,1,0,0,4
38,Felony,Caucasian,Male,0,-1.0,2,0,0,15
40,Felony,Caucasian,Male,0,-1.0,0,0,0,2
23,Felony,Caucasian,Male,0,-1.0,0,0,0,15
21,Felony,Caucasian,Male,5,-10.0,1,1,1,15
27,Felony,Caucasian,Male,4,0.0,0,0,1,15
55,Felony,Caucasian,Male,13,-1.0,0,0,1,2
41,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0,6
56,Misdemeanor,Caucasian,Male,1,-1.0,2,0,0,4
55,Misdemeanor,Caucasian,Male,11,-1.0,57,0,0,4
23,Felony,Hispanic,Female,0,-2.0,1,0,1,14
28,Felony,African-American,Male,3,-1.0,0,0,0,13
31,Felony,Other,Male,2,-1.0,13,0,1,10
53,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
27,Felony,African-American,Male,6,-1.0,10,0,1,13
22,Felony,Caucasian,Male,0,-1.0,0,0,1,15
22,Felony,African-American,Female,0,-1.0,0,0,1,7
33,Misdemeanor,African-American,Male,7,-1.0,1,0,1,3
34,Felony,African-American,Male,15,-6.0,6,0,0,1
22,Misdemeanor,Hispanic,Male,0,0.0,0,0,1,9
32,Felony,African-American,Male,12,-1.0,1,1,1,1
47,Felony,African-American,Male,14,-1.0,0,1,1,1
24,Misdemeanor,Asian,Male,0,0.0,0,0,0,12
25,Felony,African-American,Male,14,-1.0,83,1,1,1
56,Felony,Caucasian,Male,0,0.0,-1,0,0,2
36,Felony,Hispanic,Male,1,30.0,106,0,1,5
28,Felony,African-American,Male,4,0.0,21,0,1,13
20,Felony,African-American,Male,2,-1.0,0,1,1,13
59,Misdemeanor,Hispanic,Male,0,-2.0,1,0,0,9
29,Felony,African-American,Female,11,-1.0,0,1,0,7
72,Felony,Caucasian,Male,3,-5.0,4,0,0,2
24,Misdemeanor,African-American,Female,2,-1.0,14,0,1,8
45,Felony,African-American,Male,3,6.0,36,1,0,19
30,Misdemeanor,African-American,Male,7,0.0,2,1,1,3
45,Misdemeanor,African-American,Male,0,-1.0,0,0,0,3
47,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
24,Felony,African-American,Male,0,-1.0,9,0,1,13
20,Misdemeanor,African-American,Male,0,-1.0,2,0,1,3
51,Felony,Caucasian,Male,6,0.0,0,0,1,2
49,Misdemeanor,Caucasian,Female,2,-1.0,11,0,1,6
41,Felony,Caucasian,Male,5,-1.0,1,0,0,2
49,Felony,Caucasian,Male,1,-16.0,12,0,0,2
26,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0,9
28,Misdemeanor,African-American,Female,0,-1.0,1,0,0,8
33,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,4
46,Felony,African-American,Male,0,0.0,0,0,0,19
21,Misdemeanor,African-American,Male,0,-1.0,1,0,1,3
26,Felony,African-American,Male,14,0.0,-1,1,1,1
48,Felony,Hispanic,Male,1,2.0,126,0,1,5
58,Felony,African-American,Male,24,0.0,3,0,1,1
29,Felony,Other,Male,0,-1.0,1,0,0,10
20,Felony,African-American,Female,2,-1.0,23,1,1,7
28,Misdemeanor,African-American,Male,0,0.0,0,0,1,3
21,Felony,Caucasian,Male,0,0.0,4,1,1,15
26,Felony,Other,Male,0,-1.0,0,0,0,10
34,Misdemeanor,African-American,Male,3,-4.0,0,0,0,3
32,Felony,African-American,Male,15,-1.0,7,1,1,1
38,Felony,African-American,Male,10,0.0,10,0,1,1
22,Felony,African-American,Male,0,-1.0,1,0,0,13
42,Felony,Caucasian,Male,2,-1.0,0,0,1,2
57,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0,6
56,Felony,Caucasian,Female,1,-20.0,1,0,0,0
32,Misdemeanor,Hispanic,Male,2,0.0,0,0,1,9
30,Felony,African-American,Male,11,-1.0,0,1,0,1
29,Misdemeanor,African-American,Male,2,-1.0,0,0,0,3
46,Felony,African-American,Male,15,-1.0,6,0,1,1
24,Felony,African-American,Female,0,-1.0,0,0,0,7
70,Felony,African-American,Female,1,-1.0,1,0,0,7
21,Felony,Hispanic,Male,0,0.0,0,0,1,5
45,Misdemeanor,Caucasian,Female,1,-11.0,0,0,0,6
33,Misdemeanor,Hispanic,Female,2,-1.0,2,0,0,16
39,Felony,African-American,Female,6,0.0,0,0,0,7
25,Felony,Caucasian,Male,6,-16.0,1,0,0,15
48,Misdemeanor,Hispanic,Male,1,0.0,1,0,0,9
46,Felony,Caucasian,Male,0,-1.0,0,0,0,2
28,Misdemeanor,Caucasian,Male,0,0.0,2,0,1,4
27,Felony,African-American,Male,1,-1.0,1,0,0,13
43,Felony,Caucasian,Male,11,16.0,76,0,1,2
30,Felony,African-American,Male,9,0.0,50,1,1,13
29,Felony,Caucasian,Male,1,-22.0,0,0,0,15
54,Felony,African-American,Male,8,0.0,-1,0,1,19
20,Felony,Caucasian,Female,0,0.0,0,0,0,0
29,Felony,African-American,Male,0,-1.0,0,0,0,13
67,Misdemeanor,Asian,Male,0,-1.0,0,0,0,12
25,Felony,Other,Male,0,-1.0,0,0,0,10
24,Felony,African-American,Male,8,-1.0,0,1,1,13
29,Felony,Other,Male,3,-1.0,177,0,0,10
45,Misdemeanor,African-American,Male,2,-1.0,28,0,0,3
31,Felony,African-American,Male,5,-1.0,11,0,1,13
23,Felony,Caucasian,Male,0,-1.0,7,0,1,15
21,Felony,African-American,Male,0,-1.0,8,1,1,13
61,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
51,Misdemeanor,Caucasian,Female,5,-1.0,20,0,1,6
32,Felony,Other,Male,1,-15.0,15,0,0,10
43,Felony,Caucasian,Male,9,-2.0,0,0,0,2
32,Misdemeanor,Other,Male,0,-1.0,1,0,0,12
36,Felony,African-American,Male,0,-1.0,0,0,0,13
58,Felony,Caucasian,Male,3,0.0,15,0,1,2
57,Felony,African-American,Male,12,-1.0,50,1,0,19
37,Felony,African-American,Male,2,0.0,0,0,0,19
44,Felony,African-American,Male,6,-1.0,1,0,0,19
45,Felony,African-American,Male,8,-1.0,0,0,1,19
48,Felony,Other,Male,1,-1.0,2,0,0,10
26,Felony,African-American,Male,13,0.0,-1,1,1,1
34,Felony,Caucasian,Male,9,-1.0,1,0,1,15
25,Felony,African-American,Male,0,-1.0,1,0,0,13
31,Misdemeanor,African-American,Male,8,-1.0,0,0,1,3
43,Felony,African-American,Male,1,-1.0,1,0,0,19
30,Misdemeanor,African-American,Male,0,0.0,0,0,0,3
50,Misdemeanor,Caucasian,Male,0,-2.0,0,0,0,4
31,Felony,African-American,Female,2,-1.0,1,0,0,7
33,Misdemeanor,Caucasian,Female,7,-6.0,0,0,0,6
32,Felony,African-American,Male,1,-1.0,19,0,1,13
46,Misdemeanor,Caucasian,Female,0,0.0,2,0,1,6
22,Felony,Hispanic,Male,0,-1.0,1,0,0,5
37,Felony,African-American,Male,8,-1.0,1,0,1,19
32,Felony,Caucasian,Female,6,-1.0,8,0,1,0
23,Felony,African-American,Female,2,-1.0,1,0,1,7
21,Felony,Caucasian,Male,0,0.0,-1,0,0,15
52,Felony,Other,Male,2,-1.0,1,0,0,10
49,Misdemeanor,Caucasian,Male,2,-1.0,1,0,0,4
55,Felony,Caucasian,Male,3,-1.0,36,0,1,2
22,Felony,African-American,Male,0,-1.0,1,0,0,13
45,Felony,Hispanic,Male,0,-1.0,13,0,0,5
31,Felony,African-American,Female,7,-1.0,1,0,1,7
22,Misdemeanor,Caucasian,Male,0,-1.0,1,0,1,4
28,Misdemeanor,African-American,Male,5,-1.0,1,0,0,3
21,Felony,African-American,Male,1,-1.0,11,0,1,13
37,Misdemeanor,Hispanic,Male,2,-1.0,1,0,0,9
30,Felony,African-American,Male,21,-1.0,1,0,1,1
22,Felony,African-American,Male,13,-1.0,0,1,1,1
35,Felony,African-American,Male,23,-1.0,1,1,1,1
28,Felony,African-American,Male,11,-1.0,26,1,0,1
24,Felony,African-American,Male,1,-1.0,1,0,0,13
32,Felony,African-American,Male,24,-1.0,2,0,1,1
24,Felony,African-American,Female,1,-1.0,0,0,0,7
57,Felony,African-American,Male,19,-1.0,1,0,0,1
21,Misdemeanor,Other,Male,0,-1.0,0,0,0,12
28,Felony,Caucasian,Male,0,0.0,-1,0,0,15
51,Misdemeanor,Caucasian,Male,0,0.0,91,0,0,4
26,Misdemeanor,African-American,Male,0,-1.0,0,0,1,3
20,Felony,African-American,Male,0,-1.0,1,0,1,13
25,Misdemeanor,African-American,Male,6,-1.0,32,0,0,3
19,Misdemeanor,Caucasian,Male,0,-1.0,2,0,1,4
49,Felony,Caucasian,Male,1,-1.0,20,0,1,2
57,Misdemeanor,African-American,Male,27,-9.0,9,1,0,3
27,Misdemeanor,African-American,Female,0,0.0,0,0,0,8
66,Misdemeanor,Caucasian,Male,1,-1.0,19,0,0,4
21,Felony,Caucasian,Male,0,0.0,0,0,0,15
45,Felony,Caucasian,Male,1,0.0,-1,0,0,2
37,Felony,African-American,Male,24,-1.0,19,1,0,1
44,Felony,Caucasian,Male,13,0.0,16,1,1,2
64,Felony,African-American,Male,0,-1.0,4,0,0,19
30,Felony,African-American,Male,1,-1.0,0,0,1,13
61,Misdemeanor,African-American,Male,1,-1.0,2,0,0,3
49,Felony,Caucasian,Female,8,-10.0,8,0,0,0
23,Felony,African-American,Male,0,0.0,0,0,0,13
21,Felony,Caucasian,Male,0,-2.0,0,1,1,15
30,Felony,Caucasian,Female,2,-1.0,43,1,1,0
26,Misdemeanor,Hispanic,Male,7,0.0,1,0,0,9
35,Misdemeanor,Other,Male,3,-1.0,1,0,1,12
27,Misdemeanor,African-American,Male,2,-1.0,1,1,1,3
38,Misdemeanor,Caucasian,Male,1,0.0,14,0,0,4
48,Felony,African-American,Male,14,23.0,142,1,1,1
26,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
24,Felony,African-American,Male,4,-27.0,26,1,1,13
28,Felony,African-American,Female,2,0.0,0,0,1,7
44,Felony,Caucasian,Female,4,0.0,5,0,1,0
23,Felony,Caucasian,Male,2,0.0,13,0,1,15
34,Felony,Caucasian,Female,1,-1.0,12,0,1,0
20,Felony,Caucasian,Male,1,-1.0,1,0,1,15
63,Felony,Other,Male,23,-1.0,2,0,1,10
36,Misdemeanor,African-American,Female,0,0.0,0,0,0,8
58,Felony,Caucasian,Male,1,-1.0,79,0,0,2
35,Felony,Caucasian,Female,4,-30.0,13,0,0,0
23,Felony,African-American,Male,3,-1.0,1,0,0,13
40,Felony,Caucasian,Male,1,-21.0,21,0,0,2
31,Felony,Hispanic,Male,3,-1.0,0,0,0,5
34,Felony,Hispanic,Female,5,0.0,1,0,0,14
23,Misdemeanor,African-American,Male,3,-1.0,13,0,1,3
27,Misdemeanor,Caucasian,Male,0,-5.0,4,0,1,4
26,Felony,African-American,Female,3,-27.0,27,0,0,7
49,Felony,African-American,Male,1,0.0,24,0,0,19
47,Misdemeanor,Hispanic,Female,0,0.0,1,0,0,16
47,Felony,African-American,Male,6,0.0,5,0,0,19
34,Felony,African-American,Male,7,0.0,0,0,1,13
27,Felony,African-American,Male,10,-1.0,7,1,0,1
52,Misdemeanor,Caucasian,Female,0,0.0,0,0,0,6
26,Misdemeanor,African-American,Male,0,-3.0,0,0,1,3
25,Felony,African-American,Male,9,0.0,2,0,0,13
51,Felony,African-American,Male,1,-1.0,162,0,0,19
29,Misdemeanor,African-American,Female,1,0.0,-1,0,1,8
46,Felony,Caucasian,Male,0,-1.0,0,0,0,2
28,Felony,Caucasian,Male,6,-2.0,2,0,0,15
57,Felony,African-American,Male,0,-1.0,1,0,0,19
23,Felony,Hispanic,Male,2,-1.0,0,0,0,5
34,Felony,African-American,Male,27,-1.0,118,1,1,1
27,Felony,African-American,Male,3,-1.0,12,0,0,13
25,Misdemeanor,African-American,Male,7,-1.0,3,1,1,3
31,Felony,Caucasian,Male,1,-1.0,32,0,1,15
37,Felony,African-American,Male,8,-1.0,1,0,0,19
51,Felony,African-American,Male,0,0.0,1,0,1,19
28,Felony,African-American,Male,8,-1.0,40,0,1,13
56,Felony,Caucasian,Male,4,0.0,7,0,0,2
45,Felony,African-American,Male,15,-1.0,330,1,1,1
26,Felony,Caucasian,Male,7,-1.0,18,0,1,15
33,Felony,Caucasian,Male,7,-1.0,1,1,1,15
23,Misdemeanor,Caucasian,Male,0,-2.0,1,0,0,4
31,Misdemeanor,African-American,Male,0,0.0,0,0,0,3
31,Misdemeanor,Other,Male,0,-1.0,1,0,0,12
19,Felony,Hispanic,Male,1,-12.0,4,1,1,5
32,Felony,Caucasian,Male,0,0.0,0,0,0,15
30,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1,4
66,Felony,Caucasian,Male,1,-1.0,0,0,0,2
40,Felony,African-American,Female,0,0.0,-1,0,0,7
59,Misdemeanor,African-American,Male,4,0.0,0,0,0,3
27,Misdemeanor,African-American,Male,3,-23.0,1,0,0,3
22,Felony,African-American,Male,0,-1.0,0,0,0,13
58,Felony,Caucasian,Male,1,-1.0,0,0,0,2
29,Felony,Caucasian,Male,2,-2.0,2,0,0,15
27,Felony,African-American,Male,0,-1.0,60,1,1,13
24,Felony,Caucasian,Male,0,-3.0,1,0,0,15
35,Felony,Caucasian,Female,3,0.0,0,0,0,0
29,Felony,African-American,Male,7,0.0,2,1,1,13
30,Felony,African-American,Male,5,-1.0,2,1,1,13
23,Felony,African-American,Male,1,-1.0,2,0,1,13
32,Felony,Caucasian,Male,2,-27.0,0,0,1,15
22,Felony,Caucasian,Male,2,-1.0,3,0,0,15
21,Misdemeanor,African-American,Male,0,-1.0,1,0,0,3
43,Misdemeanor,Caucasian,Female,0,-1.0,-1,0,0,6
29,Felony,African-American,Male,0,-1.0,2,1,0,13
43,Felony,African-American,Male,1,0.0,1,0,0,19
25,Felony,African-American,Male,1,-1.0,2,0,0,13
47,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0,4
21,Felony,African-American,Female,0,-2.0,0,0,0,7
54,Misdemeanor,Caucasian,Male,0,0.0,-1,0,0,4
34,Felony,African-American,Male,3,-1.0,33,0,1,13
28,Misdemeanor,African-American,Female,2,-1.0,1,0,0,8
53,Felony,Caucasian,Female,4,-1.0,0,0,1,0
54,Misdemeanor,African-American,Male,0,0.0,-1,0,0,3
37,Felony,Hispanic,Male,3,-1.0,83,0,1,5
34,Felony,African-American,Male,2,-1.0,0,0,0,13
60,Felony,Caucasian,Female,0,-1.0,1,0,1,0
22,Felony,African-American,Male,0,-1.0,1,0,0,13
51,Felony,African-American,Male,3,0.0,-1,0,0,19
29,Felony,African-American,Male,0,-1.0,12,0,1,13
28,Misdemeanor,African-American,Male,5,-1.0,27,0,0,3
33,Felony,Caucasian,Male,0,-1.0,0,0,1,15
43,Misdemeanor,Caucasian,Male,4,0.0,2,0,0,4
45,Misdemeanor,Hispanic,Male,1,-1.0,26,0,0,9
32,Felony,Caucasian,Male,5,-1.0,65,0,1,15
35,Felony,African-American,Female,0,-1.0,1,0,1,7
23,Felony,African-American,Male,1,-1.0,1,0,1,13
41,Misdemeanor,Hispanic,Male,1,-1.0,113,0,0,9
25,Felony,Other,Male,24,-1.0,0,1,1,10
35,Felony,Hispanic,Male,12,-1.0,10,1,0,5
25,Felony,African-American,Male,4,0.0,43,0,1,13
69,Felony,Caucasian,Male,6,-1.0,1,0,1,2
24,Misdemeanor,Asian,Male,0,-1.0,1,0,0,12
28,Felony,Hispanic,Male,0,-1.0,0,0,0,5
47,Felony,African-American,Male,23,-1.0,403,0,1,1
29,Felony,African-American,Male,13,0.0,1,1,1,1
26,Felony,African-American,Male,9,-1.0,2,1,1,13
31,Misdemeanor,Other,Male,0,-1.0,2,0,0,12
28,Felony,Caucasian,Male,0,0.0,1,0,0,15
48,Misdemeanor,Caucasian,Male,1,0.0,0,0,1,4
44,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
42,Misdemeanor,African-American,Male,7,-1.0,0,0,0,3
39,Felony,African-American,Male,5,-1.0,4,0,0,19
46,Felony,Hispanic,Female,2,-1.0,3,0,0,14
55,Misdemeanor,Caucasian,Male,0,-1.0,10,0,0,4
27,Felony,African-American,Male,5,-1.0,4,1,1,13
31,Misdemeanor,Caucasian,Female,0,-1.0,4,1,0,6
25,Felony,African-American,Male,0,-1.0,0,0,0,13
32,Misdemeanor,Caucasian,Male,6,0.0,0,0,0,4
36,Felony,African-American,Male,2,-1.0,0,0,0,13
21,Felony,African-American,Male,3,-1.0,4,0,1,13
39,Misdemeanor,Caucasian,Male,2,0.0,-1,0,0,4
26,Misdemeanor,African-American,Female,0,0.0,-1,0,0,8
28,Felony,African-American,Male,8,0.0,20,1,1,13
67,Misdemeanor,Caucasian,Male,2,-4.0,0,0,1,4
22,Felony,Other,Female,0,-1.0,2,0,0,18
37,Misdemeanor,Caucasian,Male,3,-1.0,0,0,0,4
23,Misdemeanor,African-American,Male,2,-1.0,2,1,1,3
49,Misdemeanor,African-American,Female,14,-1.0,122,0,1,8
32,Misdemeanor,Caucasian,Male,9,0.0,4,0,1,4
41,Misdemeanor,Caucasian,Male,9,-1.0,32,0,0,4
25,Misdemeanor,African-American,Male,1,0.0,0,0,0,3
58,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
44,Misdemeanor,African-American,Male,19,-17.0,17,1,1,3
28,Felony,African-American,Male,1,0.0,15,0,1,13
39,Felony,African-American,Female,0,-1.0,2,0,1,7
54,Felony,Caucasian,Male,0,-1.0,6,0,0,2
43,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
31,Misdemeanor,African-American,Male,5,0.0,0,1,0,3
30,Felony,African-American,Male,11,0.0,117,1,0,1
27,Misdemeanor,Caucasian,Male,4,-1.0,1,0,1,4
28,Misdemeanor,African-American,Male,0,-1.0,1,0,1,3
24,Misdemeanor,African-American,Male,0,-1.0,0,0,0,3
43,Misdemeanor,Caucasian,Male,0,0.0,0,0,0,4
44,Misdemeanor,African-American,Male,10,-7.0,5,0,1,3
24,Felony,Hispanic,Male,11,-15.0,0,1,1,5
23,Felony,African-American,Male,0,-1.0,1,0,0,13
36,Misdemeanor,Caucasian,Male,5,-1.0,0,0,1,4
27,Felony,Caucasian,Male,1,-1.0,1,1,0,15
24,Felony,African-American,Male,0,0.0,1,1,1,13
66,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
36,Felony,Caucasian,Female,3,0.0,25,0,0,0
53,Felony,Hispanic,Male,9,-1.0,130,1,1,5
23,Felony,Caucasian,Male,1,0.0,0,0,1,15
22,Misdemeanor,African-American,Female,0,0.0,0,0,1,8
25,Felony,Hispanic,Male,1,-1.0,0,0,0,5
56,Felony,African-American,Male,4,-1.0,2,0,0,19
51,Felony,Asian,Male,1,-1.0,1,0,1,11
58,Misdemeanor,African-American,Female,3,-18.0,18,0,0,8
24,Misdemeanor,Caucasian,Male,3,0.0,0,0,0,4
22,Felony,African-American,Male,0,-1.0,71,0,1,13
39,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
20,Felony,Hispanic,Male,3,-1.0,42,1,1,5
46,Felony,Caucasian,Male,10,-1.0,73,0,1,2
38,Felony,Caucasian,Male,1,-27.0,0,0,1,2
23,Misdemeanor,Caucasian,Male,0,0.0,3,1,1,4
39,Felony,Other,Male,6,-1.0,26,0,0,10
25,Felony,African-American,Male,0,0.0,1,1,0,13
31,Felony,African-American,Male,19,-1.0,0,1,1,1
25,Misdemeanor,African-American,Female,1,-1.0,0,0,1,8
26,Felony,African-American,Male,6,-1.0,1,0,0,13
25,Felony,African-American,Male,2,-1.0,274,1,0,13
37,Felony,Caucasian,Male,11,0.0,1,1,1,2
36,Felony,African-American,Male,0,-3.0,0,0,0,13
26,Felony,African-American,Male,1,0.0,0,0,1,13
21,Felony,Other,Male,3,-1.0,0,0,1,10
35,Felony,African-American,Male,7,-23.0,0,0,1,19
22,Felony,African-American,Male,2,-1.0,1,0,1,13
25,Felony,Caucasian,Male,0,0.0,0,0,0,15
36,Misdemeanor,Hispanic,Male,0,-7.0,1,0,0,9
24,Misdemeanor,African-American,Male,2,-1.0,12,0,1,3
21,Felony,African-American,Male,0,-1.0,0,1,1,13
32,Felony,Caucasian,Male,15,-1.0,70,1,1,15
33,Misdemeanor,African-American,Male,2,0.0,-1,0,1,3
33,Felony,African-American,Male,10,0.0,2,1,1,1
29,Misdemeanor,Caucasian,Male,0,-2.0,0,0,0,4
50,Felony,Caucasian,Male,8,-1.0,172,0,0,2
33,Felony,African-American,Male,14,-1.0,2,1,1,1
37,Felony,African-American,Male,13,-1.0,0,1,1,1
27,Felony,African-American,Male,9,-1.0,24,0,1,13
27,Misdemeanor,African-American,Male,0,-1.0,1,0,0,3
21,Misdemeanor,Hispanic,Male,1,-1.0,0,0,1,9
58,Felony,African-American,Male,1,-1.0,60,0,0,19
27,Felony,African-American,Male,4,-1.0,33,1,0,13
28,Felony,Caucasian,Male,1,-1.0,30,0,1,15
31,Misdemeanor,Caucasian,Female,0,-5.0,0,0,0,6
24,Misdemeanor,African-American,Male,3,-1.0,6,0,0,3
26,Felony,African-American,Male,6,0.0,18,1,1,13
43,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0,4
22,Felony,African-American,Male,3,0.0,1,0,1,13
23,Felony,African-American,Male,0,-1.0,3,0,0,13
42,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
30,Misdemeanor,African-American,Male,18,-1.0,17,1,0,3
29,Felony,African-American,Male,1,-1.0,290,1,0,13
38,Felony,Caucasian,Male,2,0.0,47,0,1,15
26,Misdemeanor,Caucasian,Male,3,-4.0,2,0,1,4
51,Misdemeanor,African-American,Male,5,0.0,4,0,0,3
36,Misdemeanor,Other,Male,0,0.0,-1,0,0,12
62,Misdemeanor,Hispanic,Male,0,-2.0,1,0,0,9
23,Felony,African-American,Male,0,0.0,0,0,1,13
34,Felony,African-American,Male,7,-1.0,0,0,1,13
35,Misdemeanor,African-American,Male,1,-1.0,1,0,0,3
22,Felony,Caucasian,Male,0,0.0,3,0,0,15
29,Misdemeanor,African-American,Male,10,-1.0,108,1,1,3
40,Felony,African-American,Male,0,-3.0,1,0,0,19
36,Felony,African-American,Male,2,0.0,0,0,0,13
26,Felony,African-American,Male,8,0.0,0,1,1,13
25,Felony,African-American,Male,1,-23.0,0,0,1,13
69,Misdemeanor,Caucasian,Male,0,-3.0,0,0,0,4
27,Felony,African-American,Male,1,-1.0,8,0,0,13
20,Felony,Caucasian,Male,0,0.0,1,0,1,15
27,Felony,African-American,Male,1,-2.0,2,0,0,13
24,Misdemeanor,African-American,Female,6,-1.0,310,0,0,8
42,Felony,Caucasian,Male,0,-7.0,2,0,0,2
25,Felony,Caucasian,Male,1,-1.0,1,0,0,15
25,Felony,African-American,Male,0,-1.0,7,0,0,13
22,Felony,African-American,Male,0,-1.0,0,0,0,13
21,Felony,Caucasian,Male,0,-1.0,0,0,0,15
30,Misdemeanor,African-American,Male,1,0.0,1,0,0,3
46,Misdemeanor,Caucasian,Male,9,0.0,4,0,0,4
26,Misdemeanor,African-American,Male,2,0.0,0,0,0,3
33,Felony,African-American,Male,0,0.0,0,0,1,13
40,Misdemeanor,African-American,Male,1,-1.0,1,0,0,3
34,Felony,Caucasian,Male,0,-1.0,28,0,0,15
22,Felony,Caucasian,Male,1,-1.0,36,0,1,15
28,Misdemeanor,Hispanic,Male,3,-1.0,0,0,0,9
31,Misdemeanor,African-American,Male,4,-1.0,1,0,1,3
59,Misdemeanor,Caucasian,Male,3,0.0,1,0,1,4
37,Felony,Native American,Male,0,-1.0,0,0,0,11
50,Felony,African-American,Male,0,-1.0,2,0,0,19
57,Felony,African-American,Male,8,-1.0,99,0,1,19
31,Misdemeanor,African-American,Male,5,-1.0,0,0,1,3
44,Felony,African-American,Male,9,-28.0,25,1,0,19
48,Felony,African-American,Male,5,-1.0,242,1,1,19
25,Felony,Caucasian,Female,0,-1.0,1,0,0,0
51,Misdemeanor,African-American,Male,5,-1.0,0,0,0,3
50,Felony,Caucasian,Male,0,-1.0,0,0,1,2
57,Felony,Caucasian,Male,2,-11.0,2,0,0,2
55,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0,4
59,Felony,African-American,Male,4,-2.0,1,0,1,19
42,Felony,African-American,Female,0,0.0,0,0,0,7
