age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary,out,class,cluster
69,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.0,0.48316586,0.0,14
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0.0,0.8139019000000001,0.0,8
44,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1.0,0.8151268,1.0,0
25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,0.0,0.018562663,0.0,18
47,Local-gov,Some-college,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,0.0,0.039504923,0.0,17
17,Private,10th,Never-married,Other-service,Own-child,White,Male,8,United-States,0.0,2.579636e-05,0.0,11
41,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,65,United-States,0.0,0.21805546,0.0,17
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,United-States,0.0,0.0004378646,0.0,11
57,Private,1st-4th,Married-civ-spouse,Other-service,Husband,Other,Male,40,Dominican-Republic,0.0,8.135004e-05,0.0,10
25,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Male,35,United-States,0.0,0.0025278463,0.0,1
37,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Canada,1.0,0.7506489000000001,1.0,14
29,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.0,0.3046241,0.0,10
32,Private,Some-college,Never-married,Sales,Own-child,White,Male,35,United-States,0.0,0.0045068264,0.0,11
35,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1.0,0.85491073,1.0,13
52,Private,12th,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.0,0.015810354,0.0,18
41,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,Peru,0.0,1.6046286e-05,0.0,6
29,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,38,El-Salvador,0.0,0.00030526044,0.0,3
23,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,36,United-States,0.0,0.023882037,0.0,19
31,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.07655635,0.0,10
40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0.0,0.41308394,0.0,7
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0.0,0.0004917296,0.0,6
21,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,10,United-States,0.0,0.00026448764,0.0,11
37,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,1.0,0.022626264,1.0,2
49,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1.0,0.8730462,1.0,5
64,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0.0,0.7168941999999999,0.0,16
37,Local-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,0.0,0.024759086,0.0,12
70,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,1.0,0.15326723,1.0,5
22,Private,10th,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,United-States,0.0,0.002259917,0.0,11
29,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Germany,0.0,0.14962536,0.0,14
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.25470504,0.0,7
29,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0.0,0.036067676,0.0,18
38,Private,11th,Divorced,Machine-op-inspct,Not-in-family,White,Male,65,United-States,0.0,0.099817045,0.0,17
27,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0.0,0.022074232000000003,0.0,9
58,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,United-States,1.0,0.46685684,1.0,14
60,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0.0,0.5339911,0.0,16
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,25,United-States,0.0,0.0041353544,0.0,18
51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0,0.5479381999999999,1.0,10
37,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,0.0,0.17132722,0.0,10
22,State-gov,12th,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,1.0,0.033020575,1.0,18
56,Self-emp-not-inc,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.0,0.2826057,0.0,5
26,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,42,United-States,1.0,0.6857895,1.0,8
19,Private,Some-college,Separated,Sales,Unmarried,White,Female,25,United-States,0.0,0.0021671453,0.0,4
37,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,0.0,0.758035,0.0,8
27,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0.0,0.021183822,0.0,12
27,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,20,United-States,0.0,0.0014844425,0.0,11
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.0,0.34415987,0.0,5
45,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0.0,0.0017639918,0.0,1
28,Private,Some-college,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0.0,0.011369505,0.0,11
20,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.004668341,0.0,3
28,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0.0,0.16097263,0.0,2
44,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0.0,0.14021255,0.0,10
30,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.4017651,0.0,0
26,State-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,8,United-States,0.0,0.00031535572,0.0,19
55,?,Masters,Married-civ-spouse,?,Husband,White,Male,18,United-States,0.0,0.25294986,0.0,14
46,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,0.0,0.042381685,0.0,12
51,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.0,0.6864224,0.0,0
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0,0.032356177,0.0,2
43,Local-gov,HS-grad,Separated,Other-service,Not-in-family,White,Male,40,United-States,0.0,0.03600457,0.0,9
19,?,HS-grad,Never-married,?,Own-child,White,Female,28,United-States,0.0,6.287679e-05,0.0,15
36,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.06919338,0.0,17
36,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0.0,0.08501852,0.0,18
48,Private,Bachelors,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,0.0,0.019842353,0.0,1
30,?,11th,Never-married,?,Unmarried,White,Male,40,United-States,0.0,0.0037355144,0.0,15
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,1.0,0.46859962,1.0,13
30,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,36,United-States,0.0,0.0068646846,0.0,4
24,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,1.0,0.7512386999999999,1.0,8
62,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.0,0.56555796,0.0,0
41,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0.0,0.06970007,0.0,17
49,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,85,United-States,1.0,0.93428004,1.0,5
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0.0,0.2738705,0.0,5
47,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,0.0,0.11041915,0.0,4
49,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0,0.07903591,0.0,3
52,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0.0,0.23341042,0.0,18
52,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0,0.6050708,1.0,10
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,53,United-States,0.0,0.019054215,0.0,9
51,State-gov,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0.0,0.075638354,0.0,9
18,Private,10th,Never-married,Other-service,Own-child,White,Male,20,United-States,0.0,5.5886092e-05,0.0,11
30,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,0.0,0.00046766762,0.0,9
46,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,20,United-States,0.0,0.015155668999999997,0.0,17
28,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,40,United-States,0.0,5.668552e-05,0.0,6
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0,0.8443745,1.0,0
62,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,1.0,0.73394555,1.0,16
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,0.0,0.7695299,0.0,0
69,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,0.0,0.01415938,0.0,3
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,1.0,0.26170105,1.0,18
78,Private,Masters,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,40,South,0.0,0.117299326,0.0,17
61,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1.0,0.7148459,1.0,10
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0,0.057421684,0.0,2
29,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.0,0.007380728,0.0,19
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Other,Male,45,?,0.0,0.17062270000000002,0.0,5
17,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0.0,7.4911775e-05,0.0,11
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,80,United-States,1.0,0.31434566,1.0,7
64,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.0,0.44444373,0.0,7
33,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,55,France,0.0,0.20805512,0.0,9
32,Private,12th,Married-civ-spouse,Craft-repair,Other-relative,White,Male,40,Mexico,0.0,0.014941913,0.0,10
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,0.0,0.00023351381,0.0,19
42,State-gov,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0.0,0.056859016,0.0,14
24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,15,United-States,0.0,0.0037975647,0.0,19
23,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,45,United-States,0.0,0.009516736,0.0,9
51,Local-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.0,0.63540834,0.0,18
31,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,60,United-States,0.0,0.10214726,0.0,18
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,United-States,1.0,0.8036922,1.0,13
38,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,1.0,0.58025736,1.0,12
44,Local-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,White,Female,56,United-States,1.0,0.2951969,1.0,3
44,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0.0,0.061559156,0.0,5
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0.0,0.30416003,0.0,7
36,Private,9th,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.0,0.010560559,0.0,4
29,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Male,20,El-Salvador,0.0,2.3415748e-06,0.0,18
46,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,25,Germany,0.0,0.015582732,0.0,3
47,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.0,0.3152785,0.0,7
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1.0,0.20383401,1.0,7
37,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,35,United-States,1.0,0.49835262,1.0,14
27,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0.0,0.14552595,0.0,18
43,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,50,United-States,0.0,0.015949173,0.0,4
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0,0.8921976,1.0,5
31,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,60,United-States,0.0,0.07681111,0.0,11
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1.0,0.77888465,1.0,0
39,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,Germany,0.0,0.03220202,0.0,11
36,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,0.0,0.051824033,0.0,4
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0,0.76283383,1.0,13
78,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,Dominican-Republic,0.0,0.0008124324400000001,0.0,12
24,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.14433876,0.0,10
39,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.040922895,0.0,12
21,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,40,United-States,0.0,0.0035962262,0.0,11
34,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,1.0,0.05381443,1.0,9
22,Private,Some-college,Never-married,Sales,Unmarried,White,Female,32,United-States,0.0,0.0021203402,0.0,19
36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.0,0.015453531,0.0,4
61,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0,0.5770859,1.0,10
67,?,9th,Married-civ-spouse,?,Husband,White,Male,15,United-States,0.0,0.016762337,0.0,14
42,Private,Some-college,Separated,Other-service,Unmarried,Black,Female,21,Haiti,0.0,5.584273e-05,0.0,1
49,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,1.0,0.59991795,1.0,14
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.51940405,0.0,10
37,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,0.0,0.7152465,0.0,14
39,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,44,United-States,0.0,0.053662144,0.0,9
25,Private,Some-college,Separated,Adm-clerical,Other-relative,Black,Female,40,Jamaica,0.0,0.00022197337,0.0,1
45,Self-emp-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,1.0,0.39280602,1.0,14
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.0,0.42727423,0.0,0
49,?,Some-college,Never-married,?,Not-in-family,White,Male,35,United-States,0.0,0.044285912,0.0,15
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.16469829,0.0,5
23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,65,United-States,0.0,0.033392034,0.0,9
51,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,35,Jamaica,0.0,0.39076227,0.0,16
55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.0,0.6168916,0.0,7
35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States,0.0,0.37504324,0.0,18
45,State-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,India,0.0,0.11181979,0.0,14
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,1.0,0.6782915,1.0,13
32,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.22943078,0.0,14
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.0,0.6189832,0.0,7
47,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.45123586,0.0,14
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1.0,0.63394564,1.0,10
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,?,1.0,0.4913592000000001,1.0,10
44,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0.0,0.017395874,0.0,18
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0,0.50964355,1.0,10
40,Private,Some-college,Divorced,Craft-repair,Unmarried,Black,Female,30,United-States,0.0,0.04132604,0.0,1
17,Private,10th,Never-married,Other-service,Own-child,White,Female,6,United-States,0.0,1.1991555e-05,0.0,19
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,38,United-States,0.0,0.0009332071,0.0,6
30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,United-States,0.0,0.47762227,0.0,8
66,Private,HS-grad,Widowed,Priv-house-serv,Not-in-family,White,Female,50,England,0.0,0.0061044786,0.0,3
59,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0.0,0.41222054,0.0,18
30,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0.0,0.11352918,0.0,14
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0.0,0.20870946,0.0,7
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,25,United-States,0.0,0.0003818066,0.0,6
28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99,Philippines,0.0,0.9370554,0.0,13
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1.0,0.8743919,1.0,8
25,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.0,0.06081664,0.0,18
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0,0.9239016,1.0,0
20,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0.0,0.0065638013,0.0,9
67,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0.0,0.19983262,0.0,4
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1.0,0.90621406,1.0,5
52,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.0,0.627324,0.0,14
34,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,1.0,0.44005525,1.0,18
37,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Canada,1.0,0.66547364,1.0,13
17,Self-emp-inc,10th,Never-married,Other-service,Own-child,White,Male,4,United-States,0.0,9.30559e-05,0.0,11
25,Private,Assoc-voc,Married-civ-spouse,Sales,Wife,White,Female,42,United-States,1.0,0.5208798,1.0,8
35,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,Puerto-Rico,0.0,0.30764693,0.0,17
63,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,1.0,0.70332384,1.0,3
38,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,40,United-States,0.0,0.0031541788,0.0,19
33,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,Iran,1.0,0.5759878,1.0,0
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1.0,0.88059473,1.0,8
64,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Columbia,1.0,0.812409,1.0,13
50,Self-emp-inc,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0.0,0.19061455,0.0,17
18,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,56,United-States,0.0,0.024079911,0.0,18
67,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,99,United-States,0.0,0.73100704,0.0,18
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.37796155,0.0,7
60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0.0,0.25924537,0.0,5
29,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0.0,0.0040568803,0.0,12
30,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,40,United-States,0.0,0.0005723308,0.0,19
56,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,China,0.0,0.2710528,0.0,13
29,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,Mexico,1.0,0.17809233,1.0,16
37,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,27,United-States,0.0,0.013496352,0.0,1
55,Private,1st-4th,Divorced,Priv-house-serv,Unmarried,White,Female,30,Cuba,0.0,7.3221568e-06,0.0,4
24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,0.0,0.0019553904,0.0,12
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,Mexico,0.0,0.0051486595000000005,0.0,9
46,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1.0,0.8494493000000001,1.0,14
25,Private,12th,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,40,Mexico,0.0,0.001058332,0.0,10
40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,28,United-States,0.0,0.009230261,0.0,11
23,Private,Some-college,Separated,Sales,Own-child,White,Female,40,United-States,0.0,0.003019096,0.0,19
43,Self-emp-not-inc,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,30,United-States,0.0,0.0462556,0.0,18
29,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,United-States,1.0,0.19909202,1.0,5
59,Private,10th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,40,Philippines,0.0,0.002833311,0.0,1
18,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,35,?,0.0,0.0001252816,0.0,11
28,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,32,United-States,0.0,0.001373828,0.0,11
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,0.0,0.00032742694,0.0,19
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1.0,0.3612299000000001,1.0,7
22,Private,5th-6th,Never-married,Priv-house-serv,Other-relative,White,Female,40,El-Salvador,0.0,2.7470446e-07,0.0,19
63,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.20145915,0.0,9
32,Private,Masters,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,1.0,0.8061233,1.0,8
40,Local-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,0.0,0.0042168875,0.0,1
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,England,1.0,0.8682017,1.0,5
35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.025677446,0.0,9
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,Philippines,0.0,0.63226503,0.0,5
20,?,Some-college,Never-married,?,Own-child,Asian-Pac-Islander,Female,40,Taiwan,0.0,0.00033129443,0.0,15
48,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.110077046,0.0,17
56,State-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0,0.112669036,0.0,2
51,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.0,0.62119085,0.0,14
34,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.032009214,0.0,18
44,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States,1.0,0.56174594,1.0,10
61,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,1.0,0.6387903,1.0,13
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,1.0,0.44160312,1.0,10
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0,0.7645014,1.0,0
34,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,Other,Male,40,United-States,0.0,0.019221433,0.0,18
23,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,United-States,0.0,0.0007053969,0.0,19
63,Federal-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,1.0,0.5573809000000001,1.0,17
63,?,HS-grad,Widowed,?,Not-in-family,Black,Female,11,United-States,0.0,0.00065108266,0.0,15
47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,United-States,1.0,0.8706881,1.0,14
55,Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,White,Female,50,United-States,1.0,0.15844603,1.0,4
31,Local-gov,Bachelors,Never-married,Protective-serv,Own-child,Black,Male,48,United-States,0.0,0.086454354,0.0,11
27,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,40,United-States,0.0,0.014857667,0.0,17
58,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,1.0,0.109341785,1.0,3
28,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,0.0,0.5671793,0.0,14
52,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,64,United-States,0.0,0.020580592,0.0,3
31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,50,United-States,0.0,0.30830157,0.0,14
53,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,0.0,0.037302803,0.0,4
43,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,50,United-States,0.0,0.1531917,0.0,3
