age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out
41,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,52,United-States,0,0.017330853
20,Federal-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0.00418396
23,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,30,United-States,0,0.0031179998
18,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,20,United-States,0,0.0016481392
53,?,7th-8th,4,Separated,?,Not-in-family,White,Male,40,United-States,0,0.0092271995
42,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,0,0.022188595
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.0915561
43,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.00977322
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0,0.5128651
53,Local-gov,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0,0.034875013
28,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0.0021741425
28,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0.13884692
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,0.5978662
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.33228382
25,?,7th-8th,4,Never-married,?,Not-in-family,White,Female,32,Mexico,0,0.0007808365
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,0.0016859471
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,United-States,0,0.03870551
27,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,0.0072855316
39,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.90629524
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.6066165
17,Private,11th,7,Never-married,Other-service,Own-child,White,Female,15,United-States,0,0.00023476285
39,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0,0.537938
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.33053437
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,50,United-States,0,0.098501906
26,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,0,0.10507341
24,?,Bachelors,13,Never-married,?,Not-in-family,White,Female,40,United-States,0,0.021285078
32,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1,0.12234635
49,Local-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0.80469614
20,?,Some-college,10,Never-married,?,Other-relative,White,Female,25,United-States,0,0.00029770375
40,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,0.040626764
52,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,1,0.81307626
33,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.036405593
19,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,20,United-States,0,0.009281351
37,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Japan,0,0.32395324
21,State-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,20,United-States,0,0.00051552727
33,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,36,United-States,0,0.050013117
28,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.063184485
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.41650566
43,Private,Bachelors,13,Separated,Tech-support,Not-in-family,White,Male,40,United-States,0,0.38822743
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.21543868
28,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,30,United-States,0,0.0011222039
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,South,0,0.41990337
37,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1,0.6844829
26,Private,Some-college,10,Separated,Sales,Other-relative,Black,Male,30,United-States,0,0.004526719
55,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States,0,0.31241137
40,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,40,United-States,0,0.019750996
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.7012086
39,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1,0.11266596
54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,54,United-States,1,0.7317804
38,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Philippines,0,0.31720248
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,85,United-States,0,0.37004924
27,Self-emp-not-inc,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,78,United-States,0,0.2627589
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.8190154
62,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.02541504
47,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,58,United-States,0,0.32674944
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0,0.14652376
33,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,20,United-States,0,0.00017631675
59,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,40,United-States,0,0.041647516
42,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,0,0.13515036
25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.56085026
58,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,36,United-States,0,0.084424615
30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,60,United-States,0,0.037385523
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0,0.0019725282
61,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0.2053785
33,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.10659442
51,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0.84877217
70,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,12,United-States,0,0.06564071
55,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,30,United-States,1,0.16493468
29,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0,0.096342474
46,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,44,United-States,0,0.18801345
35,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,Philippines,0,0.038976982
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,1,0.23871714
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,1,0.4857612
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,43,United-States,1,0.49941203
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.020853287
41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,1,0.13050927
42,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1,0.6987663
26,Private,10th,6,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.0006352103
45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.59491587
25,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.26248935
33,?,7th-8th,4,Separated,?,Not-in-family,White,Male,40,Guatemala,0,0.002361862
38,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,1,0.5340896
28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0,0.030986588
68,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.4693021
42,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.35706997
35,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,India,0,0.2103315
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.00783497
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0,0.19757132
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,0,0.0040751374
45,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,50,United-States,1,0.7973884
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0.0044207447
57,Private,1st-4th,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,35,?,0,0.001076652
36,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.32338083
41,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.020545937
26,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,0,0.042720687
25,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,50,United-States,0,0.0033264472
53,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0,0.18633933
28,Local-gov,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,Male,40,United-States,0,0.1249958
30,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.08105086
38,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.10072363
37,Local-gov,Some-college,10,Divorced,Protective-serv,Unmarried,White,Male,48,Germany,0,0.09633011
30,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,0,0.7102736
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,?,0,0.04068432
29,?,Some-college,10,Never-married,?,Not-in-family,Black,Male,36,?,0,0.02167487
31,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,80,United-States,0,0.29754564
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,0,0.44134253
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Greece,0,0.3164364
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0,0.19976382
29,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1,0.36126313
49,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.5320511
50,Federal-gov,10th,6,Separated,Craft-repair,Not-in-family,White,Male,56,United-States,0,0.09314453
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.7718181
28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,0,0.010728293
81,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,35,United-States,0,0.046350442
24,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,16,United-States,0,0.0039156904
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.24507813
47,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,1,0.32177427
44,?,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,40,United-States,0,0.06868955
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0.0025967082
37,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,36,United-States,1,0.49921897
51,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.7459572
52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0.4529898
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.006957965
28,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Other,Male,40,United-States,0,0.01141109
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.2622158
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.38585258
25,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0,0.043640804
43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,0.5313364
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,20,United-States,0,0.0029271867
59,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0,0.8746706
29,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,35,United-States,0,0.030805815
30,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Portugal,0,0.0143809365
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,Puerto-Rico,0,0.040169146
38,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0.122382335
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.40117785
26,Private,Preschool,1,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,Mexico,0,5.8031816E-07
30,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,40,United-States,0,0.0033455675
73,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,Poland,1,0.727545
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,0.15628049
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.09116029
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,58,United-States,0,0.5497264
40,?,HS-grad,9,Married-civ-spouse,?,Wife,Black,Female,20,United-States,0,0.033587772
18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.0015233272
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,?,1,0.5306987
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.0022497077
50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,0,0.6881498
62,?,7th-8th,4,Widowed,?,Not-in-family,Black,Male,40,United-States,0,0.002987201
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.82321274
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,40,United-States,0,0.0024972016
33,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0.0014658371
31,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,40,Vietnam,0,0.0020175655
29,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0.028309293
38,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,1,0.52448404
24,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,35,United-States,0,0.010058614
29,Local-gov,HS-grad,9,Separated,Protective-serv,Other-relative,White,Female,40,United-States,0,0.007841348
49,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.8061238
33,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,0.046979796
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,United-States,0,0.014770758
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,60,United-States,0,0.034702882
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.270626
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.28791517
49,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.044335064
29,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Columbia,0,0.0035454317
25,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.010906653
36,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.0031508864
36,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0,0.35439298
21,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,22,United-States,0,0.0003979387
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,30,United-States,0,0.00037598875
30,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,0.18913214
44,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0,0.009857649
40,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0.41214928
43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,0,0.60270697
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.8717684
29,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,26,India,0,0.0034922245
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,0.5473763
43,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,48,United-States,0,0.19728999
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,20,United-States,0,0.0010225762
32,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States,0,0.2971469
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,16,United-States,0,0.00019370532
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0.0011765979
23,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.05537123
24,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,0,0.009399501
52,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,32,United-States,0,0.02605527
51,?,Some-college,10,Divorced,?,Unmarried,White,Female,40,United-States,0,0.027805483
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,35,United-States,0,0.0035801462
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0.5849858
50,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,48,United-States,0,0.012918162
29,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.017293643
17,Private,10th,6,Never-married,Tech-support,Own-child,White,Male,10,United-States,0,0.00021166989
47,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,37,Puerto-Rico,0,0.0015482126
46,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,32,United-States,0,0.103396684
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44,United-States,0,0.12220211
58,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,0,0.18151113
48,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,0,0.22073072
23,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,40,Mexico,0,0.0021427395
23,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,36,United-States,0,0.0038317062
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.40163708
20,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,20,United-States,0,0.0003448075
26,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,0,0.00086590264
50,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,1,0.086831264
49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,1,0.4527798
26,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Male,40,Nicaragua,0,8.972261E-05
47,Private,Prof-school,15,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.18989441
31,Private,12th,8,Never-married,Sales,Not-in-family,White,Male,50,United-States,0,0.079247296
19,?,Some-college,10,Never-married,?,Own-child,White,Female,40,United-States,0,0.0005455501
23,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,?,0,0.013645567
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.27005664
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,0.5793399
28,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.16546535
58,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.7188495
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.002047286
50,Self-emp-not-inc,10th,6,Divorced,Sales,Not-in-family,White,Female,50,United-States,0,0.008155894
30,?,9th,5,Never-married,?,Not-in-family,White,Female,30,United-States,0,0.0019806903
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.11211911
31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,0,0.5284394
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.22900112
33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,0.8821726
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,0.8149506
67,?,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,10,United-States,1,0.35653305
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,1,0.2175356
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.8032756
34,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,Cambodia,0,0.12154638
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0.0025967082
55,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,40,France,0,0.005107067
50,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0.68315446
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1,0.81845117
33,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,United-States,0,0.015345932
51,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.45559934
30,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0.01469139
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.30251196
47,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.624364
27,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,50,?,0,0.0010108718
37,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,32,United-States,1,0.055930037
40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.40764314
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.2600331
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,0.22056486
38,Private,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,35,United-States,1,0.7379836
40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.28230911
35,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.10214169
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20,United-States,1,0.5436126
20,?,Some-college,10,Never-married,?,Own-child,White,Male,60,United-States,0,0.002093436
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0.7702634
45,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.018949073
66,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,1,0.49117264
35,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,38,Germany,0,0.024990467
32,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0,0.14981273
23,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,50,United-States,0,0.0987209
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,15,United-States,0,0.00020209109
44,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,0.37687266
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,35,United-States,0,0.000116392854
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0,0.7199308
41,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.33866498
19,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0,0.00078081974
48,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,35,United-States,0,0.009619537
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,1,0.69172895
40,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,42,Cambodia,0,0.10973675
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,1,0.40880957
20,Private,Some-college,10,Never-married,Sales,Other-relative,Other,Female,40,United-States,0,0.0008237357
33,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.009630595
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,20,United-States,0,0.057427168
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,32,Cuba,0,0.00046557194
34,Private,10th,6,Divorced,Other-service,Unmarried,White,Female,38,United-States,0,0.00078271754
48,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.3125734
32,?,11th,7,Divorced,?,Not-in-family,White,Female,49,United-States,0,0.009029397
42,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1,0.5591426
