age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,class,out,cluster
30,Private,HS-grad,9,Separated,Other-service,Own-child,White,Female,36,United-States,0,0.001548407,-1
22,?,Some-college,10,Never-married,?,Own-child,Black,Male,40,United-States,0,0.000239269,-1
43,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,0,0.2768716,185
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0.005383988,148
17,Private,10th,6,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,0,7.76E-05,-1
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,75,Italy,0,0.4235344,-1
41,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,0,0.23960578,-1
56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,0.6418459,80
64,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,0.43683577,18
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1,0.41818056,18
48,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,40,United-States,0,0.08094803,-1
31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,46,United-States,0,0.17572461,2
29,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,40,United-States,0,0.006895199,-1
30,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.012502857,-1
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,0.6131842,-1
57,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,42,United-States,1,0.20687196,-1
62,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,40,United-States,0,0.02583084,88
39,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,24,United-States,0,0.001400266,-1
43,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,0,0.06515702,70
24,Self-emp-inc,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,United-States,0,0.03405825,-1
42,?,11th,7,Married-civ-spouse,?,Husband,White,Male,15,United-States,0,0.012740905,-1
53,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0.60966265,186
26,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.00067471,111
73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.40171054,1
72,?,11th,7,Widowed,?,Not-in-family,White,Female,24,United-States,0,0.008444357,-1
55,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.33152384,13
25,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0.020017281,-1
41,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,1,0.32160968,187
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0,0.18725587,188
63,Private,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,6,United-States,0,0.018301224,-1
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,20,United-States,0,0.000884088,144
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,0.3967841,80
51,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.5975015,120
62,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,48,United-States,0,0.175062,-1
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0.4373661,7
43,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0.33818847,189
40,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,50,United-States,0,0.02374106,-1
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.81184715,3
39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.5747243,190
31,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,18,United-States,0,0.004847307,6
61,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,1,0.202954,-1
26,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,55,United-States,0,0.01630384,409
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,0.34846374,154
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.07513862,78
48,State-gov,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,50,United-States,1,0.7244071,-1
34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,0.002870132,71
34,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0.005259822,-1
59,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1,0.1688274,98
34,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0,0.06643757,191
49,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,56,United-States,1,0.55435103,84
18,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0,0.000549295,192
43,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0,0.035700813,-1
48,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,0.49778435,-1
28,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0,0.7044659,21
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.22678342,13
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,15,United-States,0,0.002104715,160
21,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0.000991252,-1
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,28,United-States,0,0.00133392,144
39,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1,0.2525927,193
29,Self-emp-not-inc,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,40,United-States,0,0.09934027,-1
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.83062226,3
24,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,50,United-States,0,0.001738177,194
71,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,0.6452534,-1
51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,China,1,0.6719677,-1
55,Private,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,25,United-States,0,0.003961431,-1
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.8851603,3
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,7,United-States,0,3.94E-05,-1
38,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.007362158,195
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0.23318893,18
19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,0,0.00201018,53
49,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.003909021,-1
32,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,40,Philippines,1,0.35480002,-1
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,0,0.42802182,7
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0.7665808,17
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,60,United-States,0,0.33743662,-1
63,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,15,United-States,0,0.22188014,145
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,28,United-States,0,0.005268064,196
33,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,?,0,0.54231185,-1
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,0,0.3334381,-1
29,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,45,United-States,0,0.026472483,-1
48,?,Some-college,10,Divorced,?,Unmarried,Black,Female,30,United-States,0,0.004560218,-1
35,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0.18956724,-1
28,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,India,0,0.15891957,-1
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.7463246,61
42,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,1,0.5353904,-1
40,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0.7809357,31
47,Private,Some-college,10,Divorced,Sales,Own-child,White,Male,55,United-States,0,0.1615634,-1
22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,50,United-States,0,0.009829127,197
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.7339554,3
28,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0.34264222,198
63,Local-gov,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,55,United-States,0,0.043224,-1
51,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,0,0.056513775,268
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,0,0.000339364,199
27,?,Assoc-acdm,12,Married-civ-spouse,?,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0,0.026081836,-1
35,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,45,United-States,0,0.07899438,27
46,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,0,0.012418346,200
37,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,52,United-States,0,0.05014264,201
24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,0,0.003057682,-1
37,Self-emp-not-inc,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,10,United-States,0,0.007422388,-1
53,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0.72251517,14
27,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,30,United-States,0,0.017855812,27
38,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,0,0.15023276,47
53,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,0.06023812,-1
34,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.0545649,202
23,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,40,United-States,0,0.001206816,-1
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0.8280066,3
43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,South,0,0.3540272,-1
67,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,1,0.7477091,-1
81,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,0,0.32418662,1
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,20,United-States,0,0.000394504,156
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,0,0.007668364,106
25,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,0,0.013049101,-1
42,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,38,Mexico,0,0.045112476,-1
38,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,0,0.46242747,-1
64,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5,United-States,0,0.06302173,46
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.21543868,13
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.270626,13
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.9334315,203
22,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,42,United-States,0,0.00693803,160
33,Private,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,40,Guatemala,0,3.42E-06,-1
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,United-States,0,0.05783366,204
19,?,Some-college,10,Never-married,?,Own-child,White,Female,10,United-States,0,0.000123366,205
51,Local-gov,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.000237288,-1
23,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Mexico,0,0.13447915,-1
37,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,1,0.07984216,206
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,1,0.75383765,-1
47,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,0,0.15452443,2
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.85215545,-1
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0,0.15918131,7
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,1,0.20048001,86
31,Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0,0.00754653,-1
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,0.20150366,105
38,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.5928707,115
18,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,45,United-States,0,0.003888,72
20,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.09677309,13
54,Local-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,35,United-States,0,0.027147328,-1
40,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.009408562,180
36,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,1,0.72583807,-1
43,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,35,United-States,0,0.11726109,207
44,Self-emp-not-inc,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,40,United-States,0,0.08608727,-1
44,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,0.71825606,-1
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,1,0.9028621,203
51,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,40,United-States,0,0.000938438,-1
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,United-States,0,0.000240123,73
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0.64244723,113
41,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,30,?,0,0.09915482,-1
44,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1,0.7423596,42
33,Local-gov,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0,0.013749755,-1
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.523126,208
42,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.7485332,209
25,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,0.39546043,120
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,0,0.007610388,200
32,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Mexico,0,0.38273555,-1
36,Private,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0.007057373,-1
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0.1338914,18
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,United-States,0,0.000288935,73
35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1,0.6296192,42
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,0,0.17264426,48
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,1,0.6248189,-1
36,?,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,20,United-States,0,0.004912692,-1
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,1,0.2101769,7
28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,35,United-States,0,0.062303226,124
67,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,1,0.81722414,-1
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0.3010041,7
44,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,70,United-States,0,0.17459093,-1
25,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0.008888805,160
21,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0.015460031,81
40,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1,0.6995498,210
78,Private,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,0,0.007369456,-1
34,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0.002480096,-1
49,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,44,United-States,0,0.037866794,53
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.014718598,211
23,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,40,United-States,0,0.000216851,140
60,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,42,United-States,0,0.108468495,-1
45,Local-gov,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,40,United-States,1,0.33498445,-1
63,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,20,United-States,0,0.006358721,-1
41,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,35,United-States,0,0.005085704,-1
47,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0.010001958,132
44,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,0.07496234,179
51,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0.08046316,-1
46,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.48995474,-1
41,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.3506653,212
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0,0.21639279,48
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1,0.47245035,16
35,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0,0.10095719,213
56,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.7651717,77
45,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,0,0.3923335,-1
48,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,58,United-States,1,0.6964462,-1
40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.24031399,63
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0.85803497,110
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0.001099433,156
50,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,1,0.90649843,-1
38,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,0.67853266,-1
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,60,United-States,0,0.026312046,220
31,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,16,United-States,0,0.000650361,60
58,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0.5996319,85
66,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,0.019502431,-1
39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0.6029444,115
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,1,0.3341678,48
26,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,Germany,0,0.21999231,-1
51,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0.015465891,200
34,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,0.003264193,-1
50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1,0.32899687,-1
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,1,0.57833856,120
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,0,0.6678358,31
48,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0.026847733,-1
33,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,1,0.67171067,-1
51,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,32,United-States,0,0.01484055,214
22,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0.03276772,54
19,?,HS-grad,9,Never-married,?,Own-child,White,Male,30,United-States,0,0.00023395,215
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,50,Japan,0,0.109303296,-1
48,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1,0.72299695,116
42,Private,HS-grad,9,Separated,Sales,Not-in-family,White,Female,30,United-States,0,0.010952447,304
34,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.107453756,51
23,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0,0.000485877,216
56,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,Yugoslavia,0,0.43439585,-1
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,45,?,0,0.27151597,-1
45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0.71253794,77
48,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,0.057269644,-1
48,Self-emp-inc,Masters,14,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,50,India,0,0.16997072,-1
31,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.012751849,217
20,State-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,20,United-States,0,0.000201277,-1
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,0.025984565,106
32,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,0,0.00433763,218
76,?,7th-8th,4,Widowed,?,Not-in-family,White,Male,2,United-States,0,0.003260526,-1
19,?,HS-grad,9,Never-married,?,Unmarried,White,Male,40,United-States,0,0.001738975,-1
66,Self-emp-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,?,0,0.03531883,-1
37,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,75,United-States,0,0.112600945,169
34,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,30,United-States,0,7.31E-05,-1
34,?,11th,7,Married-civ-spouse,?,Wife,White,Female,8,United-States,0,0.01649058,-1
90,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0.038432185,-1
23,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0,0.000278386,-1
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0.017886024,19
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0.891117,3
24,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,37,United-States,0,0.010975249,87
28,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,55,United-States,0,0.57739127,-1
64,?,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,20,United-States,0,0.068885036,-1
23,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0.053671356,51
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,50,United-States,0,0.008095495,160
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,0.73789924,219
61,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.33299714,13
53,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,Canada,1,0.7059781,-1
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0.50601023,85
52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1,0.39228314,103
38,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,Iran,0,0.05690032,-1
32,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0.63174677,17
30,Self-emp-not-inc,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,75,United-States,0,0.29092693,-1
41,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,0,0.052608542,-1
49,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0.74341977,-1
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,1,0.47451413,7
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,0,0.2857377,1
61,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0.33299714,13
54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,32,Mexico,0,0.061832815,-1
