age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,out,class,cluster
54,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,0.6871513,0,-1
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0.36119998,1,51
60,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.51188785,0,-1
50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.21087097,1,-1
48,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.5616798,0,138
35,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.0145306485,0,22
40,Self-emp-not-inc,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,0.13486955,0,-1
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0.8528991,0,21
65,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.47909525,1,-1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0.3216325,0,4
46,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.30291426,0,-1
67,?,9th,Divorced,?,Not-in-family,White,Female,40,United-States,0.023051059,0,-1
62,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.8346846,0,-1
38,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,40,Cuba,0.008431036,0,-1
24,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,30,United-States,0.0032501935,0,-1
24,Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,50,Philippines,0.003035944,0,-1
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,48,United-States,0.09849332,0,46
43,State-gov,Assoc-acdm,Married-spouse-absent,Other-service,Unmarried,White,Female,30,United-States,0.019630605,0,-1
48,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,40,South,0.018144019,0,-1
41,Private,HS-grad,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,0.011000838,0,-1
30,Private,Some-college,Married-civ-spouse,Tech-support,Wife,Black,Female,45,United-States,0.2217135,0,-1
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.70235735,1,72
45,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.5495247,1,-1
45,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0.13798657,0,-1
55,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,0.044536196,0,30
46,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,Greece,0.44332987,0,-1
24,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,0.03809344,0,-1
31,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,25,United-States,0.0009895128,0,-1
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0.19186053,0,4
37,Local-gov,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,0.011908743,0,-1
29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0.40179822,0,87
56,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.89009476,1,0
60,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.20661245,1,-1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,0.23939842,0,95
33,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.07182129,0,-1
44,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,0.037493713,0,92
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0019143779,0,3
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.005440289,0,121
46,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,England,0.9221768,1,-1
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.7100287,1,10
63,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0.6326275,0,-1
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,0.52303404,0,60
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Mexico,0.10607659,0,-1
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,0.28313997,0,67
37,Self-emp-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,0.06842331,0,-1
60,?,Some-college,Divorced,?,Not-in-family,White,Female,40,United-States,0.08596544,1,-1
33,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0.48595378,0,142
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.78426254,0,21
26,Private,Assoc-voc,Never-married,Sales,Own-child,White,Female,35,United-States,0.0041139736,0,-1
46,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,63,Thailand,0.01158341,0,-1
24,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,35,United-States,0.0022038731,0,-1
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,0.71960515,1,100
27,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,30,United-States,0.013158457,0,-1
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4617456,0,55
47,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0.43536225,1,-1
47,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,40,Honduras,0.0007900651,0,-1
69,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Male,40,United-States,0.1040022,0,-1
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.2608247,1,52
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0.18267778,0,-1
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.30377078,1,52
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0.8798693,0,-1
29,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,India,0.5586438,0,-1
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.8177173,0,-1
27,Private,10th,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,75,United-States,0.05662465,0,-1
60,Private,7th-8th,Divorced,Adm-clerical,Not-in-family,White,Female,35,Cuba,0.0026522044,0,-1
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.07936528,0,59
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4330491,0,-1
40,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.013829412,0,-1
39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,52,United-States,0.5640516,1,-1
69,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0.36657497,0,-1
54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.8227193,1,63
56,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.03283856,0,38
47,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.041273627,0,-1
25,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,45,United-States,0.01146048,0,-1
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.30899665,0,-1
24,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,0.0043164785,0,-1
63,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0.6252615,0,55
29,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.624302,0,-1
64,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.4615915,0,-1
44,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0.25182122,0,69
26,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,60,United-States,0.008428525,0,-1
36,Private,10th,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0.0009308693,0,-1
55,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,0.48349372,1,-1
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,United-States,0.34870362,1,-1
37,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Male,65,United-States,0.023117634,0,-1
63,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,0.8190949,1,-1
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0.40211377,0,9
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0.00036187077,0,22
57,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,0.9067951,1,-1
31,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.34694442,1,-1
20,?,Some-college,Never-married,?,Own-child,White,Female,30,United-States,0.00016683085,0,97
58,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.43780905,1,-1
20,?,Some-college,Never-married,?,Own-child,White,Female,20,United-States,9.582688E-05,0,97
25,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.20393376,0,19
40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.011813694,0,73
18,Private,11th,Never-married,Other-service,Own-child,White,Male,20,United-States,0.00035156074,0,43
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0.008604282,0,121
29,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.7876423,1,2
45,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,0.48370463,0,-1
35,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,0.0025697972,0,-1
32,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,45,United-States,0.0325322,0,-1
61,Self-emp-not-inc,HS-grad,Widowed,Other-service,Other-relative,White,Female,40,United-States,0.036732186,0,-1
26,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,15,United-States,0.006424239,0,-1
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4377182,1,33
22,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,39,United-States,0.008454316,0,-1
49,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,48,United-States,0.38515174,0,-1
40,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,12,United-States,0.122910365,0,-1
37,Private,HS-grad,Separated,Exec-managerial,Own-child,White,Male,40,United-States,0.01805006,0,-1
23,?,Bachelors,Never-married,?,Own-child,White,Male,50,United-States,0.0020599018,0,-1
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.71587527,1,72
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.16957256,0,6
34,Self-emp-inc,Assoc-voc,Divorced,Sales,Unmarried,White,Female,40,United-States,0.07391535,0,-1
49,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,0.06390956,0,-1
41,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,United-States,0.05114909,0,-1
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,21,United-States,0.013712572,0,57
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0.57805634,1,82
47,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.27937162,0,-1
28,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.46206638,0,-1
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.7423623,1,135
41,Federal-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0.22386423,0,-1
50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States,0.84732556,1,18
73,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,24,United-States,0.08756049,0,-1
21,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,40,Outlying-US(Guam-USVI-etc),3.856301E-07,0,-1
38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.010483006,0,73
64,?,Masters,Married-civ-spouse,?,Husband,White,Male,2,United-States,0.13917524,0,-1
47,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0.060920324,0,-1
52,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Canada,0.7260234,1,-1
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,0.13195406,0,53
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.8294111,1,0
27,Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,0.002915883,0,-1
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States,0.47623095,1,-1
58,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.756633,1,72
51,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,43,United-States,0.3279238,1,-1
49,Private,Some-college,Divorced,Sales,Unmarried,White,Female,55,England,0.28876328,0,-1
23,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,20,United-States,0.00031930645,0,-1
19,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0.0010756949,0,-1
21,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,53,United-States,0.0044156797,0,-1
56,Private,11th,Divorced,Sales,Not-in-family,White,Female,40,United-States,0.074345484,0,-1
35,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.18614165,0,-1
37,Federal-gov,Some-college,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,20,United-States,0.004244045,0,-1
41,Private,Doctorate,Divorced,Sales,Unmarried,White,Female,50,United-States,0.7012903,1,-1
30,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.085652985,0,-1
35,Private,Doctorate,Married-civ-spouse,Tech-support,Wife,White,Female,20,?,0.6291846,0,-1
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.4770936,0,55
59,Self-emp-inc,10th,Widowed,Exec-managerial,Unmarried,White,Female,50,United-States,0.16185728,1,-1
55,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,32,United-States,0.03723377,0,-1
22,?,Assoc-voc,Never-married,?,Own-child,Asian-Pac-Islander,Male,20,United-States,0.0006027395,0,-1
31,Private,10th,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0.00040944238,0,-1
30,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.37056175,1,-1
24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,48,United-States,0.015712276,0,111
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.23079333,0,130
23,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,25,Germany,0.0021247074,0,-1
50,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0.014532411,0,73
38,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,0.072911374,0,-1
20,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,20,South,0.03057345,0,-1
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.2685081,1,-1
45,Private,HS-grad,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,50,South,0.0036496366,0,-1
46,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,United-States,0.76724976,1,-1
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,United-States,0.00031110604,0,42
31,Federal-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,Cuba,0.0007501824,0,-1
38,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,0.013502772,0,76
56,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0.40610763,1,-1
24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0.010440912,0,111
58,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.51506096,0,-1
28,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.06857488,0,59
22,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.049616534,0,59
46,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0.07677843,0,56
30,Private,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,40,Mexico,3.722391E-06,0,-1
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0.68796015,1,50
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,?,0.17125739,0,-1
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,0.4831158,1,51
50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.6051513,0,67
28,?,HS-grad,Separated,?,Unmarried,Black,Female,30,United-States,0.00013805056,0,-1
30,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.025050541,0,106
24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0.00064915913,0,129
42,Federal-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0.08290836,0,-1
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.14187777,1,-1
18,Private,11th,Never-married,Sales,Own-child,Other,Female,20,?,2.4724652E-05,0,-1
46,Private,10th,Never-married,Other-service,Not-in-family,White,Female,25,Ecuador,6.8914116E-05,0,-1
31,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,65,United-States,0.30901405,1,-1
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0.75096476,1,-1
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.72106314,1,100
55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0.85322225,1,63
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20,United-States,0.00018677294,0,104
45,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0.6595587,1,-1
50,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,0.6376036,0,-1
53,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,Dominican-Republic,0.0007039221,0,-1
41,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,0.8269261,1,120
45,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,40,United-States,0.010310835,0,-1
21,Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States,0.00036311516,0,-1
37,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,0.79347783,1,-1
42,Federal-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0.0070419624,0,-1
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,30,United-States,0.37420738,0,-1
46,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,?,0.07840952,0,-1
45,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0.20427898,0,-1
32,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,20,United-States,0.013766059,0,-1
30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.8477797,0,-1
57,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,80,United-States,0.7556461,1,-1
37,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,56,United-States,0.030800726,0,-1
18,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,0.00023258346,0,97
32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.32272482,1,15
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.7072801,1,41
46,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,0.31639612,0,-1
36,?,HS-grad,Divorced,?,Unmarried,White,Female,28,United-States,0.0047435765,0,-1
33,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0.37052846,0,-1
48,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.026096163,0,27
34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,40,United-States,0.11795502,0,-1
34,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,50,United-States,0.43043575,1,-1
33,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0.031015702,0,-1
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,Germany,0.8004887,0,-1
23,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,55,United-States,0.037475098,0,13
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.47585166,0,94
22,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,25,United-States,0.0014406493,0,-1
19,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,6.804858E-05,0,-1
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0.45521405,1,52
46,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,0.14527401,0,-1
47,Private,Masters,Divorced,Sales,Not-in-family,White,Female,6,United-States,0.08487397,0,-1
47,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,0.7308046,1,-1
52,Local-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,40,United-States,0.05044062,0,-1
38,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,0.06338624,0,-1
58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.44426423,1,52
32,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0.0040884833,0,-1
54,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Other-relative,White,Female,10,United-States,0.39279798,0,-1
20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,0.004044991,0,39
25,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,48,United-States,0.05450317,0,-1
25,Self-emp-not-inc,9th,Never-married,Craft-repair,Not-in-family,White,Male,15,United-States,0.015630974,0,-1
36,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,44,United-States,0.077351645,0,-1
69,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,30,United-States,0.42447796,0,-1
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,0.7581308,1,109
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0.0007969156,0,22
21,Private,7th-8th,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States,0.0004782109,0,-1
37,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0.61849946,1,88
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,32,United-States,0.0002989407,0,129
25,?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,13,United-States,0.02364489,0,-1
39,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,Black,Female,40,United-States,0.028270788,0,-1
34,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0.14732753,1,-1
33,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.2380827,0,139
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0.48799565,1,51
29,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.014136655,0,-1
48,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,89,United-States,0.8353059,0,-1
42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0.86639607,1,-1
29,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0.0043638693,0,-1
34,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0.0005053631,0,48
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,25,United-States,0.0004958615,0,83
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.76698047,1,61
45,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0.32932323,0,-1
22,?,Assoc-voc,Never-married,?,Own-child,White,Male,40,United-States,0.0007503093,0,-1
23,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,44,United-States,0.004026134,0,-1
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,0.0019829462,0,22
24,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.004178187,0,126
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,30,?,0.0010233949,0,-1
32,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.05315041,0,77
52,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Male,50,United-States,0.62479585,1,-1
36,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,60,United-States,0.109374665,1,-1
18,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,30,United-States,0.00010267141,0,-1
27,Private,HS-grad,Divorced,Sales,Own-child,White,Female,40,United-States,0.012477926,0,-1
26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.3589264,0,19
52,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,0.122032784,0,-1
24,Private,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,Mexico,0.009734403,0,-1
